6.72704e-06 1.5658e-05 3.50693e-05 0.000574126 0.000836859|Ave(z)|<0
0.00746533 0.00894853 0.0149395 0.0277917 0.0165489|Ave(z)|<0.005
0.0143791 0.0179832 0.0305541 0.0585722 0.0264761|Ave(z)|<0.01
0.0215501 0.0276598 0.0476328 0.0882549 0.0499395|Ave(z)|<0.015
0.0293198 0.0377944 0.0636682 0.123689 0.0698678|Ave(z)|<0.02
0.0377673 0.0494009 0.0813344 0.152282 0.0948435|Ave(z)|<0.025
0.0471734 0.0623226 0.100701 0.191262 0.121595|Ave(z)|<0.03
0.0573178 0.0751504 0.119297 0.222085 0.137323|Ave(z)|<0.035
0.0681197 0.0896849 0.139076 0.268586 0.152291|Ave(z)|<0.04
0.0790192 0.104443 0.159653 0.300642 0.185561|Ave(z)|<0.045
0.0896984 0.119345 0.178634 0.334049 0.220334|Ave(z)|<0.05
0.100209 0.133245 0.199395 0.3574 0.237184|Ave(z)|<0.055
0.111677 0.147498 0.219463 0.39191 0.250201|Ave(z)|<0.06
0.123147 0.161578 0.239006 0.423019 0.276826|Ave(z)|<0.065
0.134775 0.175522 0.258346 0.45489 0.318333|Ave(z)|<0.07
0.14652 0.189234 0.279493 0.479292 0.336956|Ave(z)|<0.075
0.158519 0.203894 0.297282 0.503882 0.363195|Ave(z)|<0.08
0.170482 0.21781 0.315913 0.530662 0.381285|Ave(z)|<0.085
0.183507 0.233672 0.335823 0.553148 0.400006|Ave(z)|<0.09
0.197311 0.249917 0.353586 0.586374 0.409367|Ave(z)|<0.095
0.21226 0.266949 0.371524 0.611065 0.428818|Ave(z)|<0.1
0.229222 0.285601 0.390093 0.635333 0.446353|Ave(z)|<0.105
0.249819 0.307456 0.411529 0.660578 0.465286|Ave(z)|<0.11
0.281665 0.336775 0.44097 0.685316 0.481833|Ave(z)|<0.115
0.353217 0.396323 0.497747 0.719298 0.54364|Ave(z)|<0.12
0.516252 0.524534 0.625162 0.787409 0.664938|Ave(z)|<0.125
0.678089 0.646768 0.743249 0.844768 0.793239|Ave(z)|<0.13
0.747435 0.702808 0.790321 0.858601 0.840465|Ave(z)|<0.135
0.778309 0.728851 0.808916 0.870477 0.864447|Ave(z)|<0.14
0.797524 0.745362 0.819639 0.875827 0.872209|Ave(z)|<0.145
0.811863 0.75922 0.826477 0.878713 0.879793|Ave(z)|<0.15
0.823694 0.770078 0.831922 0.882881 0.884835|Ave(z)|<0.155
0.833479 0.778667 0.836735 0.889177 0.892072|Ave(z)|<0.16
0.842316 0.786813 0.841478 0.890127 0.894679|Ave(z)|<0.165
0.850508 0.794403 0.845239 0.896358 0.8977|Ave(z)|<0.17
0.857488 0.801011 0.848019 0.899345 0.901459|Ave(z)|<0.175
0.863776 0.806464 0.851043 0.901105 0.903749|Ave(z)|<0.18
0.869278 0.811353 0.853814 0.903846 0.904885|Ave(z)|<0.185
0.874129 0.816046 0.85654 0.905565 0.909597|Ave(z)|<0.19
0.878188 0.819953 0.858233 0.906105 0.913975|Ave(z)|<0.195
0.881954 0.823727 0.85974 0.909063 0.916054|Ave(z)|<0.2
0.885316 0.826952 0.860898 0.91058 0.914882|Ave(z)|<0.205
0.888292 0.830381 0.862528 0.914072 0.914859|Ave(z)|<0.21
0.891108 0.833552 0.864019 0.915317 0.916655|Ave(z)|<0.215
0.893185 0.835955 0.865404 0.917167 0.919385|Ave(z)|<0.22
0.894759 0.837611 0.865957 0.917023 0.921496|Ave(z)|<0.225
0.895741 0.838606 0.866509 0.91661 0.921264|Ave(z)|<0.23
0.896483 0.839142 0.86686 0.916353 0.921045|Ave(z)|<0.235
0.89709 0.839784 0.867026 0.916142 0.920951|Ave(z)|<0.24
0.897448 0.84007 0.867087 0.915948 0.920877|Ave(z)|<0.245
0.897707 0.840461 0.867245 0.916421 0.920825|Ave(z)|<0.25
0.897927 0.840723 0.867491 0.916368 0.920762|Ave(z)|<0.255
0.898161 0.841052 0.867482 0.916297 0.922414|Ave(z)|<0.26
0.898341 0.841193 0.86764 0.916218 0.922362|Ave(z)|<0.265
0.898556 0.841451 0.867789 0.916168 0.92233|Ave(z)|<0.27
0.898768 0.841655 0.867912 0.916118 0.922309|Ave(z)|<0.275
0.898943 0.8418 0.867973 0.916072 0.922289|Ave(z)|<0.28
0.899123 0.841992 0.868026 0.916044 0.922258|Ave(z)|<0.285
0.899281 0.842195 0.868061 0.915993 0.922258|Ave(z)|<0.29
0.89938 0.842226 0.868087 0.915986 0.922237|Ave(z)|<0.295
0.8995 0.842309 0.868157 0.915965 0.922216|Ave(z)|<0.3
0.899597 0.842477 0.868289 0.915965 0.922185|Ave(z)|<0.305
0.899646 0.842579 0.868429 0.915951 0.922174|Ave(z)|<0.31
0.899725 0.842755 0.868482 0.915928 0.922173|Ave(z)|<0.315
0.899804 0.842794 0.868482 0.915928 0.922152|Ave(z)|<0.32
0.899871 0.842849 0.868543 0.915928 0.922132|Ave(z)|<0.325
0.899886 0.842919 0.868613 0.915914 0.922132|Ave(z)|<0.33
0.899947 0.842931 0.868639 0.9159 0.922132|Ave(z)|<0.335
0.900021 0.84299 0.868648 0.915893 0.9221|Ave(z)|<0.34
0.900095 0.843068 0.868657 0.915893 0.9221|Ave(z)|<0.345
0.900142 0.843127 0.868648 0.916459 0.9221|Ave(z)|<0.35
0.900194 0.843135 0.868648 0.916459 0.9221|Ave(z)|<0.355
0.900221 0.843178 0.868639 0.916459 0.92209|Ave(z)|<0.36
0.900238 0.843221 0.868631 0.916459 0.922079|Ave(z)|<0.365
0.900245 0.843248 0.868631 0.916459 0.922079|Ave(z)|<0.37
0.900256 0.843244 0.868622 0.916459 0.922079|Ave(z)|<0.375
0.90026 0.843244 0.868657 0.916459 0.922079|Ave(z)|<0.38
0.900272 0.84326 0.868692 0.916459 0.922079|Ave(z)|<0.385
0.900285 0.84326 0.868692 0.916459 0.922079|Ave(z)|<0.39
0.90029 0.84326 0.868674 0.916459 0.922079|Ave(z)|<0.395
0.900304 0.843256 0.868674 0.916459 0.922079|Ave(z)|<0.4
0.90031 0.843272 0.868674 0.916459 0.922079|Ave(z)|<0.405
0.900324 0.843283 0.868674 0.916459 0.922079|Ave(z)|<0.41
0.900324 0.843299 0.868674 0.916459 0.922079|Ave(z)|<0.415
0.900324 0.843295 0.868745 0.916459 0.922079|Ave(z)|<0.42
0.900324 0.843311 0.868745 0.916459 0.922079|Ave(z)|<0.425
0.90033 0.843326 0.868745 0.916452 0.922079|Ave(z)|<0.43
0.900337 0.843326 0.868736 0.916445 0.922079|Ave(z)|<0.435
0.900336 0.843322 0.868727 0.916445 0.922079|Ave(z)|<0.44
0.900347 0.843338 0.868727 0.916445 0.922079|Ave(z)|<0.445
0.900347 0.843338 0.868727 0.916445 0.922079|Ave(z)|<0.45
0.900347 0.843338 0.868727 0.916445 0.922079|Ave(z)|<0.455
0.900347 0.843338 0.868727 0.916445 0.922079|Ave(z)|<0.46
0.900347 0.843338 0.868727 0.916445 0.922079|Ave(z)|<0.465
0.900347 0.843338 0.868727 0.916445 0.922079|Ave(z)|<0.47
0.900347 0.843338 0.868727 0.916445 0.922079|Ave(z)|<0.475
0.900347 0.843338 0.868727 0.916445 0.922079|Ave(z)|<0.48
0.900347 0.843338 0.868727 0.916445 0.922079|Ave(z)|<0.485
0.900347 0.843338 0.868727 0.916445 0.922079|Ave(z)|<0.49
0.900347 0.843338 0.868727 0.916445 0.922079|Ave(z)|<0.495
