1 1 1 0.00133911 0.00334817 fabs(ct)<0
1 1 1 0.0319375 0.00334817 fabs(ct)<2e-05
1 1 1 0.0747892 0.0363695 fabs(ct)<4e-05
1 1 1 0.116301 0.0832439 fabs(ct)<6e-05
1 1 1 0.159151 0.120074 fabs(ct)<8e-05
1 1 1 0.18995 0.153556 fabs(ct)<0.0001
1 1 1 0.227445 0.183689 fabs(ct)<0.00012
1 1 1 0.268958 0.227215 fabs(ct)<0.00014
1 1 1 0.309131 0.277438 fabs(ct)<0.00016
1 1 1 0.338587 0.320964 fabs(ct)<0.00018
1 1 1 0.386795 0.337705 fabs(ct)<0.0002
1 1 1 0.418933 0.354446 fabs(ct)<0.00022
1 1 1 0.449731 0.394624 fabs(ct)<0.00024
1 1 1 0.481869 0.431454 fabs(ct)<0.00026
1 1 1 0.515346 0.458239 fabs(ct)<0.00028
1 1 1 0.542128 0.485025 fabs(ct)<0.0003
1 1 1 0.571588 0.491721 fabs(ct)<0.00032
1 1 1 0.597031 0.518506 fabs(ct)<0.00034
1 1 1 0.623812 0.551988 fabs(ct)<0.00036
1 1 1 0.646575 0.565381 fabs(ct)<0.00038
1 1 1 0.677375 0.572077 fabs(ct)<0.0004
1 1 1 0.694783 0.598862 fabs(ct)<0.00042
1 1 1 0.717547 0.622299 fabs(ct)<0.00044
1 1 1 0.734956 0.63569 fabs(ct)<0.00046
1 1 1 0.751025 0.645732 fabs(ct)<0.00048
1 1 1 0.767094 0.665821 fabs(ct)<0.0005
1 1 1 0.779144 0.685901 fabs(ct)<0.00052
1 1 1 0.795213 0.699294 fabs(ct)<0.00054
1 1 1 0.807264 0.719378 fabs(ct)<0.00056
1 1 1 0.815299 0.729421 fabs(ct)<0.00058
1 1 1 0.823333 0.74616 fabs(ct)<0.0006
1 1 1 0.82869 0.749508 fabs(ct)<0.00062
1 1 1 0.838063 0.752856 fabs(ct)<0.00064
1 1 1 0.84342 0.756203 fabs(ct)<0.00066
1 1 1 0.848776 0.762898 fabs(ct)<0.00068
1 1 1 0.854132 0.772943 fabs(ct)<0.0007
1 1 1 0.863492 0.779609 fabs(ct)<0.00072
1 1 1 0.875544 0.786305 fabs(ct)<0.00074
1 1 1 0.879561 0.796348 fabs(ct)<0.00076
1 1 1 0.884916 0.806389 fabs(ct)<0.00078
1 1 1 0.888928 0.809708 fabs(ct)<0.0008
1 1 1 0.894283 0.81975 fabs(ct)<0.00082
1 1 1 0.896961 0.833142 fabs(ct)<0.00084
1 1 1 0.900979 0.839838 fabs(ct)<0.00086
1 1 1 0.906335 0.839838 fabs(ct)<0.00088
1 1 1 0.909013 0.846534 fabs(ct)<0.0009
1 1 1 0.913028 0.846514 fabs(ct)<0.00092
1 1 1 0.917045 0.846513 fabs(ct)<0.00094
1 1 1 0.918384 0.853207 fabs(ct)<0.00096
1 1 1 0.921061 0.859903 fabs(ct)<0.00098
1 1 1 0.926415 0.863247 fabs(ct)<0.001
1 1 1 0.927754 0.863247 fabs(ct)<0.00102
1 1 1 0.93311 0.863245 fabs(ct)<0.00104
1 1 1 0.935788 0.86994 fabs(ct)<0.00106
1 1 1 0.937126 0.869937 fabs(ct)<0.00108
1 1 1 0.937126 0.873284 fabs(ct)<0.0011
1 1 1 0.945157 0.873276 fabs(ct)<0.00112
1 1 1 0.947835 0.876623 fabs(ct)<0.00114
1 1 1 0.950513 0.876621 fabs(ct)<0.00116
1 1 1 0.95319 0.883314 fabs(ct)<0.00118
1 1 1 0.954528 0.886657 fabs(ct)<0.0012
1 1 1 0.954527 0.886655 fabs(ct)<0.00122
1 1 1 0.957205 0.890002 fabs(ct)<0.00124
1 1 1 0.958544 0.89335 fabs(ct)<0.00126
1 1 1 0.9639 0.896697 fabs(ct)<0.00128
1 1 1 0.963899 0.903387 fabs(ct)<0.0013
1 1 1 0.963898 0.903385 fabs(ct)<0.00132
1 1 1 0.966576 0.91343 fabs(ct)<0.00134
1 1 1 0.969254 0.913428 fabs(ct)<0.00136
1 1 1 0.969254 0.913427 fabs(ct)<0.00138
1 1 1 0.97183 0.916539 fabs(ct)<0.0014
1 1 1 0.975846 0.929928 fabs(ct)<0.00142
1 1 1 0.97584 0.929911 fabs(ct)<0.00144
1 1 1 0.977178 0.936606 fabs(ct)<0.00146
1 1 1 0.977194 0.936579 fabs(ct)<0.00148
1 1 1 0.977193 0.943264 fabs(ct)<0.0015
1 1 1 0.97853 0.94326 fabs(ct)<0.00152
1 1 1 0.97853 0.943259 fabs(ct)<0.00154
1 1 1 0.979866 0.943245 fabs(ct)<0.00156
1 1 1 0.979866 0.946593 fabs(ct)<0.00158
1 1 1 0.979866 0.94994 fabs(ct)<0.0016
1 1 1 0.979865 0.953286 fabs(ct)<0.00162
1 1 1 0.979864 0.953283 fabs(ct)<0.00164
1 1 1 0.981205 0.956616 fabs(ct)<0.00166
1 1 1 0.981192 0.956624 fabs(ct)<0.00168
1 1 1 0.982529 0.959956 fabs(ct)<0.0017
1 1 1 0.983972 0.96009 fabs(ct)<0.00172
1 1 1 0.985207 0.959949 fabs(ct)<0.00174
1 1 1 0.986545 0.963288 fabs(ct)<0.00176
1 1 1 0.987882 0.966629 fabs(ct)<0.00178
1 1 1 0.98788 0.969973 fabs(ct)<0.0018
1 1 1 0.987877 0.973314 fabs(ct)<0.00182
1 1 1 0.989215 0.976659 fabs(ct)<0.00184
1 1 1 0.990546 0.976647 fabs(ct)<0.00186
1 1 1 0.990546 0.979987 fabs(ct)<0.00188
1 1 1 0.993222 0.986674 fabs(ct)<0.0019
1 1 1 0.994562 0.986669 fabs(ct)<0.00192
1 1 1 0.997236 0.986645 fabs(ct)<0.00194
1 1 1 0.999912 1.00003 fabs(ct)<0.00196
1 1 1 0.999909 1.00002 fabs(ct)<0.00198
