#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0.0621095 0.00361843
36 1.24103 0.0135617
37 2.30821 0.0168254
38 3.0212 0.0182176
39 3.08654 0.0183245
40 3.14126 0.0184117
41 3.07361 0.0183036
42 3.09993 0.018346
43 3.07984 0.0183137
44 3.09347 0.0183356
45 3.03113 0.018234
46 2.99049 0.0181663
47 2.99188 0.0181687
48 2.99626 0.018176
49 2.89375 0.0180002
50 2.89513 0.0180026
51 2.87828 0.0179729
52 2.83279 0.0178918
53 2.7409 0.0177228
54 2.7095 0.0176634
55 2.69333 0.0176326
56 2.64831 0.0175454
57 2.61506 0.0174798
58 2.58897 0.0174277
59 2.50262 0.0172507
60 2.45298 0.0171457
61 2.4255 0.0170866
62 2.42158 0.0170781
63 2.37563 0.0169773
64 2.29643 0.0167984
65 2.22139 0.0166226
66 2.16714 0.0164914
67 2.06439 0.0162334
68 2.00505 0.0160783
69 1.96257 0.0159643
70 1.92355 0.0158575
71 1.85012 0.0156505
72 1.77601 0.0154333
73 1.70189 0.0152072
74 1.67719 0.0151298
75 1.46939 0.014434
76 1.18955 0.0133465
77 1.03416 0.0126476
78 0.695903 0.0107885
79 0 0
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=2.33923
