#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0 0
36 0.511065 0.00944784
37 3.24516 0.0185151
38 4.34325 0.0198272
39 4.30883 0.019795
40 4.30492 0.0197913
41 4.36413 0.0198466
42 4.25168 0.0197403
43 4.31548 0.0198012
44 4.23264 0.0197217
45 4.23906 0.019728
46 4.26086 0.0197491
47 4.20464 0.0196942
48 4.25077 0.0197394
49 4.22437 0.0197136
50 4.26316 0.0197514
51 4.22185 0.0197111
52 4.20992 0.0196994
53 4.22506 0.0197143
54 4.16838 0.019658
55 4.23952 0.0197284
56 4.17045 0.0196601
57 4.16379 0.0196534
58 4.17962 0.0196693
59 4.1452 0.0196345
60 4.16769 0.0196573
61 4.11239 0.0196009
62 4.153 0.0196425
63 4.20808 0.0196976
64 4.11652 0.0196052
65 4.0938 0.0195817
66 4.10114 0.0195893
67 4.11445 0.0196031
68 4.08003 0.0195673
69 4.05456 0.0195405
70 3.9304 0.0194056
71 3.90493 0.019377
72 3.80373 0.0192602
73 3.74704 0.0191925
74 3.69885 0.0191336
75 3.52352 0.0189088
76 2.9801 0.0180935
77 2.4851 0.0171615
78 1.9582 0.0159039
79 0.601253 0.0101207
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=3.83815
