#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0.00023089 0.000230264
36 0.698674 0.0108062
37 2.20061 0.0165728
38 2.30267 0.0168127
39 2.31029 0.0168302
40 2.27612 0.0167514
41 2.29713 0.0168
42 2.28466 0.0167712
43 2.25695 0.0167067
44 2.26042 0.0167148
45 2.25487 0.0167018
46 2.30613 0.0168207
47 2.27819 0.0167562
48 2.26272 0.0167202
49 2.26342 0.0167218
50 2.23271 0.0166495
51 2.18214 0.016528
52 2.22047 0.0166204
53 2.22393 0.0166286
54 2.23432 0.0166533
55 2.25695 0.0167067
56 2.24217 0.0166719
57 2.20408 0.0165811
58 2.21285 0.0166022
59 2.20639 0.0165866
60 2.21378 0.0166044
61 2.16852 0.0164948
62 2.18768 0.0165415
63 2.13319 0.0164076
64 2.17129 0.0165016
65 2.14405 0.0164346
66 2.10572 0.0163388
67 2.10641 0.0163405
68 2.09233 0.0163048
69 2.11703 0.0163672
70 2.02768 0.016138
71 2.04823 0.0161916
72 1.96949 0.0159831
73 1.90692 0.0158113
74 1.90646 0.01581
75 1.75107 0.0153582
76 1.49155 0.0145123
77 1.17615 0.0132893
78 0.713451 0.0108997
79 0 0
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=2.02046
