#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0.0371733 0.00282885
36 0.965121 0.0123102
37 1.85613 0.0156677
38 2.30267 0.0168127
39 2.28604 0.0167744
40 2.30267 0.0168127
41 2.28881 0.0167808
42 2.3283 0.0168712
43 2.33638 0.0168895
44 2.27519 0.0167493
45 2.26526 0.0167261
46 2.28189 0.0167648
47 2.25141 0.0166937
48 2.22925 0.0166413
49 2.22601 0.0166336
50 2.1803 0.0165236
51 2.12142 0.0163782
52 2.12742 0.0163932
53 2.07247 0.0162542
54 2.04846 0.0161922
55 2.02098 0.0161204
56 2.01175 0.016096
57 1.95518 0.0159442
58 1.94571 0.0159184
59 1.90484 0.0158055
60 1.87968 0.0157347
61 1.82473 0.015577
62 1.84458 0.0156345
63 1.80302 0.0155134
64 1.75892 0.015382
65 1.71321 0.0152423
66 1.68019 0.0151393
67 1.61254 0.0149222
68 1.64232 0.0150188
69 1.57421 0.0147954
70 1.53958 0.0146785
71 1.49409 0.0145212
72 1.47239 0.0144447
73 1.41051 0.0142209
74 1.36525 0.0140518
75 1.21979 0.0134739
76 1.04824 0.0127143
77 0.840209 0.0116495
78 0.494798 0.00934655
79 0 0
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=1.7918
