#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0.00413074 0.000962457
36 0.804577 0.0114127
37 2.20375 0.0165298
38 3.03334 0.0181822
39 3.19352 0.0184367
40 3.20064 0.0184476
41 3.14786 0.0183659
42 3.18893 0.0184297
43 3.20615 0.018456
44 3.15359 0.0183749
45 3.1793 0.0184148
46 3.13569 0.0183468
47 3.1334 0.0183432
48 3.07901 0.0182565
49 3.06708 0.0182372
50 3.03311 0.0181818
51 2.98836 0.0181074
52 2.98033 0.0180939
53 2.90988 0.0179735
54 2.86697 0.0178982
55 2.80937 0.017795
56 2.81235 0.0178004
57 2.76301 0.01771
58 2.69669 0.0175853
59 2.70724 0.0176054
60 2.65974 0.0175142
61 2.61338 0.0174233
62 2.5847 0.017366
63 2.58608 0.0173688
64 2.44081 0.0170675
65 2.44724 0.0170812
66 2.41167 0.0170046
67 2.34328 0.0168535
68 2.25309 0.0166467
69 2.20834 0.0165408
70 2.15992 0.0164236
71 2.14982 0.0163988
72 2.05803 0.0161676
73 1.98459 0.0159749
74 1.93043 0.0158281
75 1.84094 0.0155764
76 1.53916 0.0146324
77 1.28099 0.0136819
78 0.99528 0.0124219
79 0.318297 0.00768598
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=2.44676
