#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0 0
36 0.611859 0.0102264
37 2.20431 0.0165816
38 2.24749 0.0166844
39 2.22278 0.0166259
40 2.23894 0.0166643
41 2.22878 0.0166402
42 2.24217 0.0166719
43 2.25487 0.0167018
44 2.17983 0.0165224
45 2.20223 0.0165766
46 2.19138 0.0165505
47 2.21793 0.0166143
48 2.16021 0.0164744
49 2.18676 0.0165393
50 2.16783 0.0164931
51 2.15998 0.0164739
52 2.13712 0.0164174
53 2.07316 0.0162559
54 2.06947 0.0162465
55 2.10433 0.0163353
56 2.08448 0.0162849
57 2.0697 0.016247
58 2.08263 0.0162802
59 2.03183 0.0161488
60 2.02675 0.0161355
61 2.01844 0.0161137
62 1.99397 0.0160488
63 1.98335 0.0160204
64 1.92793 0.0158696
65 1.95449 0.0159424
66 1.93186 0.0158804
67 1.91316 0.0158286
68 1.90738 0.0158126
69 1.86351 0.0156888
70 1.87875 0.0157321
71 1.80672 0.0155243
72 1.74992 0.0153547
73 1.70074 0.0152036
74 1.63886 0.0150076
75 1.55481 0.0147302
76 1.23295 0.0135285
77 1.01823 0.0125714
78 0.648801 0.0104797
79 0 0
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=1.93304
