#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0 0
36 0.114054 0.00480765
37 1.3402 0.0139136
38 1.71334 0.0151963
39 1.74317 0.0152875
40 1.69544 0.0151409
41 1.70118 0.0151587
42 1.71793 0.0152105
43 1.70714 0.0151772
44 1.71701 0.0152076
45 1.73675 0.015268
46 1.62591 0.0149202
47 1.68672 0.0151137
48 1.65826 0.0150239
49 1.66744 0.015053
50 1.69475 0.0151387
51 1.71151 0.0151907
52 1.66859 0.0150567
53 1.66561 0.0150472
54 1.65803 0.0150232
55 1.62476 0.0149164
56 1.63646 0.0149542
57 1.6624 0.015037
58 1.61787 0.0148941
59 1.64013 0.014966
60 1.61145 0.0148732
61 1.60342 0.0148469
62 1.61558 0.0148866
63 1.64679 0.0149873
64 1.65115 0.0150013
65 1.62682 0.0149231
66 1.62476 0.0149164
67 1.61833 0.0148956
68 1.58712 0.0147933
69 1.58735 0.014794
70 1.59584 0.014822
71 1.58345 0.0147811
72 1.5667 0.0147253
73 1.53893 0.0146316
74 1.51759 0.0145585
75 1.46917 0.0143893
76 1.30577 0.01378
77 1.05426 0.0127038
78 0.799987 0.0113863
79 0.234534 0.00670222
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=1.52827
