#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0.0103901 0.00152068
36 0.930026 0.0121315
37 2.03691 0.0161621
38 2.55595 0.0173608
39 2.57673 0.017403
40 2.64138 0.0175318
41 2.59959 0.017449
42 2.55757 0.0173641
43 2.57535 0.0174002
44 2.6213 0.0174922
45 2.52917 0.0173059
46 2.55457 0.017358
47 2.53633 0.0173206
48 2.53702 0.0173221
49 2.53864 0.0173254
50 2.54972 0.0173481
51 2.54972 0.0173481
52 2.55711 0.0173632
53 2.52086 0.0172887
54 2.51717 0.017281
55 2.55526 0.0173594
56 2.55365 0.0173561
57 2.51901 0.0172848
58 2.50654 0.0172589
59 2.46337 0.0171679
60 2.47076 0.0171836
61 2.44559 0.0171299
62 2.43728 0.017112
63 2.4292 0.0170946
64 2.41996 0.0170746
65 2.39756 0.0170257
66 2.37263 0.0169706
67 2.30775 0.0168244
68 2.24933 0.0166888
69 2.23525 0.0166555
70 2.18076 0.0165247
71 2.12465 0.0163863
72 2.0697 0.016247
73 2.01198 0.0160966
74 1.98866 0.0160346
75 1.73953 0.0153231
76 1.49271 0.0145164
77 1.24404 0.0135741
78 0.78064 0.0113082
79 0 0
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=2.23844
