#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0.00438691 0.000994529
36 1.00668 0.0125155
37 2.72266 0.0176884
38 3.01727 0.0182111
39 3.01427 0.0182061
40 2.97779 0.0181449
41 2.98403 0.0181554
42 2.97664 0.018143
43 2.96786 0.0181281
44 3.00203 0.0181857
45 3.01935 0.0182145
46 2.97433 0.0181391
47 2.93923 0.0180792
48 2.95793 0.0181112
49 2.97525 0.0181406
50 2.97202 0.0181351
51 2.93231 0.0180672
52 2.95285 0.0181025
53 2.97156 0.0181344
54 2.91661 0.0180401
55 2.92099 0.0180477
56 2.98818 0.0181624
57 2.94731 0.018093
58 2.94385 0.0180871
59 2.95539 0.0181069
60 2.94824 0.0180946
61 2.93069 0.0180645
62 2.91176 0.0180316
63 2.87435 0.017966
64 2.93023 0.0180637
65 2.95493 0.0181061
66 2.90344 0.0180171
67 2.91199 0.018032
68 2.89352 0.0179998
69 2.85403 0.0179299
70 2.8568 0.0179348
71 2.79585 0.0178247
72 2.73813 0.0177176
73 2.74782 0.0177358
74 2.65385 0.0175562
75 2.47399 0.0171905
76 2.11241 0.0163556
77 1.6414 0.0150158
78 0.961658 0.0122928
79 0 0
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=2.70763
