#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0 0
36 0.240501 0.00677882
37 3.01017 0.0181438
38 3.90172 0.0193734
39 3.89231 0.0193627
40 3.90218 0.0193739
41 3.87992 0.0193486
42 3.8829 0.019352
43 3.88405 0.0193533
44 3.85605 0.0193212
45 3.82507 0.0192852
46 3.82966 0.0192906
47 3.9008 0.0193723
48 3.8751 0.0193431
49 3.80579 0.0192626
50 3.81451 0.0192729
51 3.78399 0.0192368
52 3.82209 0.0192817
53 3.80304 0.0192594
54 3.83586 0.0192978
55 3.74429 0.0191891
56 3.77619 0.0192275
57 3.77573 0.0192269
58 3.77504 0.0192261
59 3.71193 0.0191497
60 3.71377 0.0191519
61 3.68738 0.0191194
62 3.73465 0.0191774
63 3.68853 0.0191208
64 3.64194 0.0190625
65 3.65341 0.0190769
66 3.59329 0.0190003
67 3.62152 0.0190365
68 3.60752 0.0190186
69 3.56713 0.0189663
70 3.53087 0.0189185
71 3.5132 0.018895
72 3.47946 0.0188495
73 3.36334 0.018688
74 3.32961 0.0186395
75 3.25503 0.0185298
76 2.81579 0.0178066
77 2.27237 0.0166917
78 1.78012 0.0153985
79 0.538603 0.00966133
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=3.45265
