#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0.00046178 0.000325276
36 0.663117 0.0105752
37 2.30428 0.0168164
38 2.4442 0.0171269
39 2.4823 0.017208
40 2.44028 0.0171185
41 2.39526 0.0170206
42 2.40449 0.0170409
43 2.41788 0.0170701
44 2.40241 0.0170363
45 2.43127 0.0170991
46 2.42204 0.0170791
47 2.34977 0.0169196
48 2.36062 0.0169439
49 2.39595 0.0170221
50 2.38694 0.0170023
51 2.3567 0.0169351
52 2.32229 0.0168575
53 2.32368 0.0168607
54 2.29759 0.016801
55 2.33638 0.0168895
56 2.26711 0.0167304
57 2.27727 0.0167541
58 2.2461 0.0166812
59 2.25672 0.0167061
60 2.26596 0.0167277
61 2.24541 0.0166795
62 2.25441 0.0167007
63 2.202 0.0165761
64 2.25164 0.0166942
65 2.19092 0.0165493
66 2.16344 0.0164824
67 2.17729 0.0165162
68 2.12696 0.0163921
69 2.13135 0.016403
70 2.10226 0.01633
71 2.048 0.016191
72 1.98011 0.0160117
73 1.89238 0.0157705
74 1.84897 0.0156471
75 1.72937 0.0152921
76 1.34632 0.0139796
77 1.14244 0.0131428
78 0.737002 0.011046
79 0 0
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=2.08685
