#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0.000692671 0.000398035
36 0.722225 0.0109546
37 2.30636 0.0168212
38 2.53633 0.0173206
39 2.56265 0.0173745
40 2.52548 0.0172982
41 2.55226 0.0173533
42 2.50308 0.0172517
43 2.47791 0.0171988
44 2.49431 0.0172333
45 2.51994 0.0172868
46 2.53194 0.0173116
47 2.46937 0.0171807
48 2.4292 0.0170946
49 2.47237 0.017187
50 2.42111 0.0170771
51 2.42712 0.0170901
52 2.43797 0.0171135
53 2.41696 0.017068
54 2.39526 0.0170206
55 2.37217 0.0169696
56 2.37794 0.0169824
57 2.38233 0.0169921
58 2.39826 0.0170272
59 2.33661 0.01689
60 2.36432 0.0169521
61 2.39364 0.0170171
62 2.33799 0.0168931
63 2.34769 0.0169149
64 2.32322 0.0168596
65 2.30706 0.0168228
66 2.25187 0.0166947
67 2.28858 0.0167803
68 2.28073 0.0167621
69 2.22347 0.0166275
70 2.16206 0.016479
71 2.1235 0.0163834
72 2.09694 0.0163166
73 2.02629 0.0161343
74 1.97988 0.0160111
75 1.77301 0.0154243
76 1.44861 0.0143597
77 1.1847 0.0133259
78 0.784796 0.0113327
79 0 0
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=2.17655
