#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0.00323246 0.000855145
36 0.827511 0.0115783
37 2.15374 0.0164585
38 2.50955 0.0172652
39 2.51162 0.0172695
40 2.46891 0.0171797
41 2.51509 0.0172767
42 2.5077 0.0172613
43 2.498 0.017241
44 2.54603 0.0173405
45 2.47214 0.0171865
46 2.5047 0.017255
47 2.45344 0.0171467
48 2.46706 0.0171758
49 2.43127 0.0170991
50 2.4576 0.0171556
51 2.45921 0.017159
52 2.45644 0.0171531
53 2.45298 0.0171457
54 2.47283 0.017188
55 2.47399 0.0171905
56 2.43912 0.017116
57 2.42943 0.0170951
58 2.38579 0.0169998
59 2.43266 0.0171021
60 2.46706 0.0171758
61 2.44605 0.0171309
62 2.40195 0.0170353
63 2.41811 0.0170706
64 2.4599 0.0171605
65 2.43174 0.0171001
66 2.42342 0.0170821
67 2.37909 0.016985
68 2.34076 0.0168994
69 2.31075 0.0168312
70 2.27819 0.0167562
71 2.20108 0.0165739
72 2.1766 0.0165146
73 2.12996 0.0163996
74 2.05354 0.0162054
75 1.87575 0.0157236
76 1.5652 0.0147653
77 1.27752 0.0137098
78 0.808808 0.0114719
79 0 0
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=2.22217
