#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0.023089 0.00224628
36 0.877845 0.011856
37 1.84643 0.0156398
38 2.26457 0.0167245
39 2.2431 0.0166741
40 2.24956 0.0166893
41 2.23479 0.0166544
42 2.25349 0.0166985
43 2.21447 0.016606
44 2.23617 0.0166577
45 2.24171 0.0166708
46 2.23063 0.0166446
47 2.19692 0.0165638
48 2.23086 0.0166451
49 2.17014 0.0164988
50 2.21632 0.0166104
51 2.16875 0.0164954
52 2.15167 0.0164534
53 2.14612 0.0164397
54 2.10849 0.0163457
55 2.09417 0.0163095
56 2.07085 0.01625
57 2.05792 0.0162167
58 2.04038 0.0161712
59 1.9912 0.0160414
60 1.95218 0.0159361
61 1.96026 0.015958
62 1.89399 0.0157751
63 1.88707 0.0157556
64 1.85751 0.0156717
65 1.81711 0.0155548
66 1.80441 0.0155175
67 1.75223 0.0153617
68 1.7513 0.0153589
69 1.66033 0.0150764
70 1.6668 0.015097
71 1.59637 0.0148691
72 1.5218 0.0146175
73 1.52364 0.0146239
74 1.49525 0.0145253
75 1.29737 0.0137889
76 1.0771 0.0128488
77 0.868609 0.0118059
78 0.540514 0.00970543
79 0 0
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=1.82917
