#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0 0
36 0.45901 0.00904981
37 1.5188 0.0146072
38 1.54881 0.0147099
39 1.53242 0.014654
40 1.53311 0.0146564
41 1.49778 0.0145342
42 1.56197 0.0147544
43 1.56659 0.0147699
44 1.53196 0.0146524
45 1.5054 0.0145607
46 1.51972 0.0146104
47 1.53057 0.0146477
48 1.49086 0.0145099
49 1.54419 0.0146942
50 1.52872 0.0146413
51 1.52341 0.0146231
52 1.52064 0.0146135
53 1.47308 0.0144472
54 1.5151 0.0145944
55 1.47008 0.0144365
56 1.48763 0.0144985
57 1.49271 0.0145164
58 1.47262 0.0144455
59 1.45646 0.0143879
60 1.45507 0.0143829
61 1.46246 0.0144094
62 1.45184 0.0143713
63 1.48278 0.0144815
64 1.44768 0.0143564
65 1.4456 0.0143489
66 1.46708 0.0144258
67 1.42321 0.0142675
68 1.44353 0.0143414
69 1.40243 0.0141911
70 1.43591 0.0143138
71 1.41582 0.0142405
72 1.37772 0.0140989
73 1.38904 0.0141413
74 1.32739 0.0139066
75 1.29483 0.0137788
76 1.0958 0.0129344
77 0.841595 0.0116572
78 0.489025 0.00929967
79 0 0
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=1.40536
