#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0.00046178 0.000325276
36 1.16992 0.0132625
37 3.79099 0.0193039
38 3.92075 0.019454
39 3.94868 0.0194853
40 3.88773 0.0194166
41 3.92444 0.0194582
42 3.90828 0.01944
43 3.91359 0.019446
44 3.86464 0.0193902
45 3.84871 0.0193717
46 3.9032 0.0194342
47 3.90897 0.0194408
48 3.86164 0.0193867
49 3.83809 0.0193594
50 3.84432 0.0193666
51 3.77921 0.0192898
52 3.80876 0.019325
53 3.83509 0.0193559
54 3.82331 0.0193421
55 3.83624 0.0193572
56 3.824 0.0193429
57 3.78083 0.0192918
58 3.78337 0.0192948
59 3.77898 0.0192896
60 3.76443 0.0192721
61 3.70925 0.0192049
62 3.73488 0.0192363
63 3.67092 0.0191572
64 3.71525 0.0192123
65 3.71225 0.0192086
66 3.60904 0.0190787
67 3.64045 0.0191188
68 3.60881 0.0190784
69 3.61759 0.0190896
70 3.54024 0.0189888
71 3.53978 0.0189882
72 3.45181 0.0188693
73 3.34768 0.0187226
74 3.36569 0.0187484
75 3.15419 0.018432
76 2.63607 0.0175214
77 2.09187 0.0163037
78 1.22326 0.0134883
79 0 0
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=3.4754
