#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0 0
36 0.336426 0.00787699
37 1.4655 0.0143763
38 2.00961 0.0160413
39 2.03944 0.0161195
40 2.09681 0.0162665
41 2.05023 0.0161474
42 2.05206 0.0161522
43 2.02498 0.0160817
44 2.04013 0.0161213
45 2.03921 0.0161189
46 2.05505 0.0161599
47 2.02934 0.0160932
48 2.03118 0.0160979
49 2.03049 0.0160961
50 2.0142 0.0160534
51 1.99538 0.0160036
52 1.99699 0.0160079
53 1.95224 0.0158877
54 2.01098 0.016045
55 2.00249 0.0160225
56 1.95728 0.0159014
57 1.94971 0.0158808
58 2.02544 0.0160829
59 2.00135 0.0160195
60 1.96578 0.0159243
61 1.97128 0.0159392
62 1.97335 0.0159447
63 1.94788 0.0158758
64 1.92447 0.0158117
65 1.8967 0.0157346
66 1.90014 0.0157442
67 1.86388 0.0156421
68 1.83176 0.0155499
69 1.82349 0.015526
70 1.78701 0.0154189
71 1.69888 0.0151516
72 1.66331 0.01504
73 1.66882 0.0150574
74 1.62315 0.0149112
75 1.52815 0.0145948
76 1.28076 0.013681
77 1.02856 0.0125825
78 0.831198 0.0115637
79 0.244632 0.00683118
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=1.78772
