#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0.0579534 0.00350081
36 2.23225 0.0166484
37 4.6903 0.0201875
38 5.92949 0.0209193
39 5.90155 0.0209078
40 5.93827 0.0209229
41 5.91148 0.020912
42 5.8877 0.0209021
43 5.86807 0.0208938
44 5.90225 0.0209081
45 5.89278 0.0209042
46 5.8533 0.0208875
47 5.78819 0.020859
48 5.75078 0.0208422
49 5.76625 0.0208492
50 5.79373 0.0208615
51 5.77387 0.0208526
52 5.70299 0.0208201
53 5.60163 0.020771
54 5.56284 0.0207515
55 5.56653 0.0207534
56 5.5476 0.0207437
57 5.53421 0.0207368
58 5.50304 0.0207205
59 5.38805 0.020658
60 5.28208 0.0205969
61 5.33587 0.0206283
62 5.25021 0.0205778
63 5.24444 0.0205743
64 5.17817 0.0205335
65 5.09621 0.020481
66 5.00247 0.0204183
67 4.89672 0.020344
68 4.81776 0.0202859
69 4.67876 0.0201783
70 4.63951 0.0201466
71 4.5266 0.0200521
72 4.37883 0.0199208
73 4.29871 0.0198458
74 4.20867 0.0197583
75 3.72703 0.0192267
76 3.16712 0.0184522
77 2.63861 0.0175264
78 1.63909 0.0150084
79 0 0
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=4.93982
