#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0 0
36 0.201259 0.00625186
37 3.01475 0.0181514
38 3.74842 0.0191941
39 3.7241 0.0191646
40 3.75875 0.0192066
41 3.70711 0.0191438
42 3.75186 0.0191983
43 3.74521 0.0191902
44 3.74222 0.0191866
45 3.68715 0.0191191
46 3.67292 0.0191014
47 3.68325 0.0191143
48 3.68302 0.019114
49 3.70551 0.0191418
50 3.64676 0.0190685
51 3.67751 0.0191071
52 3.6883 0.0191205
53 3.61647 0.0190301
54 3.60247 0.0190121
55 3.62863 0.0190456
56 3.61624 0.0190298
57 3.60155 0.0190109
58 3.64423 0.0190654
59 3.61922 0.0190336
60 3.57585 0.0189776
61 3.52077 0.0189051
62 3.52421 0.0189097
63 3.49782 0.0188744
64 3.49782 0.0188744
65 3.48818 0.0188614
66 3.47878 0.0188486
67 3.4455 0.0188031
68 3.43403 0.0187873
69 3.42278 0.0187717
70 3.38721 0.0187219
71 3.32617 0.0186345
72 3.3046 0.0186031
73 3.18457 0.0184229
74 3.20569 0.0184553
75 3.07901 0.0182565
76 2.70908 0.0176089
77 2.18012 0.0164728
78 1.67731 0.0150841
79 0.506475 0.00941151
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=3.30938
