#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0 0
36 0.279055 0.00724792
37 3.14373 0.0183595
38 4.02656 0.0195107
39 4.05983 0.0195461
40 4.04124 0.0195264
41 4.01692 0.0195004
42 4.06052 0.0195468
43 4.04033 0.0195254
44 4.04377 0.0195291
45 4.05019 0.0195359
46 3.95473 0.0194326
47 3.97355 0.0194533
48 3.99259 0.0194741
49 3.98869 0.0194699
50 3.98273 0.0194634
51 4.00866 0.0194915
52 3.94234 0.0194189
53 3.93568 0.0194115
54 3.90929 0.0193819
55 3.92329 0.0193976
56 3.8969 0.0193679
57 3.90631 0.0193785
58 3.86477 0.0193312
59 3.89139 0.0193617
60 3.87693 0.0193452
61 3.86569 0.0193323
62 3.87785 0.0193462
63 3.83999 0.0193026
64 3.85031 0.0193146
65 3.83149 0.0192927
66 3.85421 0.0193191
67 3.78353 0.0192362
68 3.76448 0.0192135
69 3.77596 0.0192272
70 3.7319 0.0191741
71 3.65754 0.0190821
72 3.62725 0.0190438
73 3.52238 0.0189072
74 3.44412 0.0188012
75 3.38193 0.0187144
76 2.93765 0.0180214
77 2.38918 0.0169554
78 1.857 0.0156225
79 0.556044 0.00979274
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=3.59906
