#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0.0374042 0.00283731
36 1.10112 0.0129584
37 2.30821 0.0168254
38 2.78153 0.0177984
39 2.77299 0.0177826
40 2.78869 0.0178116
41 2.77692 0.0177899
42 2.83787 0.0179009
43 2.8448 0.0179134
44 2.75729 0.0177535
45 2.79816 0.0178289
46 2.80809 0.017847
47 2.7753 0.0177869
48 2.74459 0.0177297
49 2.77368 0.0177839
50 2.75406 0.0177474
51 2.70165 0.0176485
52 2.74205 0.017725
53 2.74598 0.0177323
54 2.68664 0.0176197
55 2.69634 0.0176383
56 2.70396 0.0176529
57 2.68064 0.0176082
58 2.6654 0.0175787
59 2.70234 0.0176498
60 2.67094 0.0175894
61 2.62591 0.0175013
62 2.68248 0.0176117
63 2.63838 0.0175259
64 2.59544 0.0174407
65 2.55757 0.0173641
66 2.54972 0.0173481
67 2.52201 0.0172911
68 2.5234 0.0172939
69 2.45806 0.0171566
70 2.42735 0.0170906
71 2.44443 0.0171274
72 2.36616 0.0169563
73 2.31283 0.016836
74 2.25418 0.0167002
75 2.10618 0.0163399
76 1.82195 0.0155689
77 1.4336 0.0143054
78 0.83767 0.0116353
79 0 0
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=2.45032
