#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0 0
36 0.341245 0.00792667
37 2.30128 0.0167583
38 2.9723 0.0180804
39 2.9863 0.018104
40 2.99731 0.0181224
41 2.99869 0.0181247
42 2.97253 0.0180808
43 2.97551 0.0180858
44 2.97138 0.0180788
45 2.96381 0.018066
46 2.94683 0.0180371
47 2.92457 0.0179989
48 2.93122 0.0180103
49 2.95256 0.0180469
50 2.96243 0.0180637
51 2.93719 0.0180206
52 2.96014 0.0180598
53 2.95601 0.0180528
54 2.90024 0.0179567
55 2.95807 0.0180563
56 2.9287 0.018006
57 2.94683 0.0180371
58 2.9661 0.0180699
59 2.91952 0.0179902
60 2.89611 0.0179495
61 2.90277 0.0179611
62 2.90781 0.0179699
63 2.94958 0.0180418
64 2.92365 0.0179973
65 2.88051 0.0179221
66 2.88372 0.0179278
67 2.87546 0.0179132
68 2.86926 0.0179023
69 2.87385 0.0179104
70 2.80661 0.01779
71 2.77288 0.0177282
72 2.74236 0.0176715
73 2.69783 0.0175875
74 2.68567 0.0175642
75 2.57713 0.0173508
76 2.22188 0.0165731
77 1.8313 0.0155486
78 1.36292 0.0140002
79 0.394716 0.00845018
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=2.69834
