#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0 0
36 0.119103 0.00490601
37 1.78333 0.015408
38 2.19824 0.0165166
39 2.18838 0.0164928
40 2.20283 0.0165276
41 2.15281 0.0164061
42 2.17002 0.0164482
43 2.18929 0.016495
44 2.19687 0.0165133
45 2.13858 0.016371
46 2.15143 0.0164027
47 2.14087 0.0163767
48 2.16199 0.0164286
49 2.16818 0.0164438
50 2.12481 0.0163368
51 2.12183 0.0163293
52 2.16726 0.0164415
53 2.11356 0.0163087
54 2.10783 0.0162943
55 2.13353 0.0163585
56 2.14156 0.0163784
57 2.11838 0.0163207
58 2.15923 0.0164219
59 2.13537 0.016363
60 2.12687 0.0163419
61 2.06032 0.0161735
62 2.06927 0.0161965
63 2.0656 0.016187
64 2.05527 0.0161605
65 2.04541 0.016135
66 2.05413 0.0161575
67 2.03875 0.0161177
68 2.02797 0.0160896
69 2.02429 0.0160799
70 2.01007 0.0160425
71 2.00616 0.0160322
72 2.00616 0.0160322
73 1.91001 0.0157717
74 1.94673 0.0158727
75 1.8687 0.0156558
76 1.66423 0.0150429
77 1.34226 0.0139215
78 0.996657 0.0124286
79 0.301315 0.00750078
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=1.9524
