#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0.00138534 0.000561806
36 0.970662 0.012338
37 2.86489 0.0179492
38 3.06853 0.0182953
39 3.08746 0.018326
40 3.06969 0.0182972
41 3.01681 0.0182103
42 3.03574 0.0182417
43 3.04775 0.0182614
44 3.05583 0.0182746
45 3.04637 0.0182591
46 3.07684 0.0183088
47 3.04129 0.0182508
48 3.05745 0.0182773
49 3.05699 0.0182765
50 2.99095 0.0181671
51 3.0145 0.0182065
52 3.0302 0.0182325
53 3.00619 0.0181926
54 2.98356 0.0181547
55 2.9614 0.0181171
56 3.01774 0.0182119
57 3.04059 0.0182496
58 3.01012 0.0181992
59 2.98056 0.0181496
60 2.96117 0.0181167
61 3.00988 0.0181988
62 2.96532 0.0181238
63 2.96532 0.0181238
64 2.95909 0.0181132
65 2.95447 0.0181053
66 2.92907 0.0180617
67 2.95655 0.0181088
68 2.95309 0.0181029
69 2.88266 0.0179807
70 2.84341 0.0179109
71 2.79608 0.0178251
72 2.78061 0.0177967
73 2.70834 0.0176612
74 2.65801 0.0175643
75 2.4135 0.0170605
76 2.11634 0.0163655
77 1.613 0.0149237
78 0.908553 0.0120195
79 0 0
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=2.74791
