#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0.000917943 0.00045649
36 0.554897 0.00978418
37 1.72298 0.015226
38 2.47523 0.0171407
39 2.65974 0.0175142
40 2.62394 0.0174441
41 2.57185 0.0173402
42 2.62463 0.0174455
43 2.55877 0.0173137
44 2.6003 0.0173973
45 2.57506 0.0173467
46 2.61315 0.0174228
47 2.58126 0.0173591
48 2.57621 0.017349
49 2.53421 0.0172635
50 2.51952 0.0172333
51 2.55877 0.0173137
52 2.53467 0.0172645
53 2.51516 0.0172242
54 2.47891 0.0171485
55 2.47707 0.0171446
56 2.46996 0.0171296
57 2.4454 0.0170773
58 2.48074 0.0171523
59 2.4516 0.0170906
60 2.40616 0.0169926
61 2.39491 0.016968
62 2.39308 0.016964
63 2.38826 0.0169534
64 2.34282 0.0168525
65 2.30886 0.0167756
66 2.29027 0.0167331
67 2.20169 0.0165248
68 2.19434 0.0165072
69 2.13904 0.0163721
70 2.10232 0.0162804
71 2.01351 0.0160516
72 1.98023 0.0159632
73 1.94535 0.0158689
74 1.88064 0.0156895
75 1.75924 0.0153361
76 1.47077 0.014395
77 1.25506 0.0135776
78 1.0336 0.0126065
79 0.341934 0.00793373
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=2.1566
