#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0 0
36 0.475036 0.00915654
37 2.07203 0.0162035
38 2.82589 0.0178249
39 2.86123 0.0178881
40 2.90942 0.0179727
41 2.87041 0.0179043
42 2.90185 0.0179595
43 2.84654 0.0178619
44 2.84425 0.0178578
45 2.85779 0.017882
46 2.89198 0.0179423
47 2.8587 0.0178836
48 2.84264 0.017855
49 2.84172 0.0178533
50 2.81143 0.0177987
51 2.78022 0.0177418
52 2.7972 0.0177729
53 2.77357 0.0177295
54 2.81648 0.0178079
55 2.8314 0.0178348
56 2.75727 0.0176993
57 2.77104 0.0177248
58 2.83048 0.0178331
59 2.78091 0.017743
60 2.74786 0.0176818
61 2.76462 0.017713
62 2.73295 0.0176539
63 2.72996 0.0176483
64 2.72055 0.0176306
65 2.68797 0.0175686
66 2.65722 0.0175093
67 2.62004 0.0174364
68 2.55532 0.0173067
69 2.54385 0.0172833
70 2.5108 0.0172152
71 2.41878 0.01702
72 2.33731 0.0168401
73 2.34351 0.016854
74 2.27489 0.0166975
75 2.14661 0.0163908
76 1.79619 0.0154461
77 1.47559 0.014412
78 1.16441 0.0131983
79 0.345147 0.00796656
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=2.50961
