#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0.00023089 0.000230264
36 0.714143 0.0109041
37 2.35508 0.0169315
38 2.44236 0.017123
39 2.46314 0.0171674
40 2.44905 0.0171373
41 2.38694 0.0170023
42 2.42943 0.0170951
43 2.44582 0.0171304
44 2.40611 0.0170444
45 2.43312 0.0171031
46 2.41142 0.017056
47 2.39687 0.0170242
48 2.39872 0.0170282
49 2.39433 0.0170186
50 2.41488 0.0170635
51 2.37586 0.0169778
52 2.37032 0.0169655
53 2.36824 0.0169609
54 2.32645 0.016867
55 2.36732 0.0169588
56 2.29482 0.0167947
57 2.30867 0.0168265
58 2.32437 0.0168623
59 2.31952 0.0168512
60 2.32691 0.016868
61 2.32853 0.0168717
62 2.33014 0.0168754
63 2.29251 0.0167894
64 2.31467 0.0168402
65 2.30636 0.0168212
66 2.30082 0.0168085
67 2.28928 0.0167819
68 2.23294 0.01665
69 2.2678 0.0167321
70 2.24194 0.0166713
71 2.22001 0.0166193
72 2.20085 0.0165733
73 2.1579 0.0164688
74 2.14358 0.0164334
75 2.04615 0.0161862
76 1.69335 0.0151806
77 1.32346 0.0138913
78 0.794031 0.0113866
79 0 0
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=2.16837
