#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0.00969739 0.00147004
36 1.58021 0.0148155
37 3.92536 0.0194592
38 4.65082 0.0201557
39 4.63397 0.020142
40 4.63997 0.0201469
41 4.63882 0.020146
42 4.62635 0.0201358
43 4.59564 0.0201104
44 4.61526 0.0201267
45 4.59564 0.0201104
46 4.58871 0.0201047
47 4.56447 0.0200843
48 4.60326 0.0201168
49 4.59102 0.0201066
50 4.50652 0.0200347
51 4.4571 0.0199914
52 4.49866 0.0200279
53 4.48966 0.0200201
54 4.4795 0.0200112
55 4.51344 0.0200407
56 4.38968 0.0199307
57 4.50744 0.0200355
58 4.45526 0.0199898
59 4.54023 0.0200637
60 4.39984 0.01994
61 4.43448 0.0199713
62 4.38345 0.019925
63 4.42155 0.0199596
64 4.3375 0.0198825
65 4.33104 0.0198764
66 4.3031 0.01985
67 4.2366 0.0197859
68 4.15302 0.0197025
69 4.09484 0.0196426
70 4.03781 0.0195824
71 3.93668 0.0194719
72 3.80876 0.019325
73 3.72888 0.019229
74 3.63929 0.0191173
75 3.30427 0.0186595
76 2.71573 0.0176753
77 2.22855 0.0166396
78 1.40289 0.0141928
79 0 0
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=4.03625
