#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0.00183589 0.00064412
36 0.51749 0.00949833
37 1.58345 0.0147811
38 2.1847 0.0164839
39 2.21178 0.016549
40 2.2205 0.0165698
41 2.2166 0.0165605
42 2.25217 0.0166446
43 2.22555 0.0165818
44 2.18929 0.016495
45 2.24254 0.016622
46 2.23978 0.0166155
47 2.18585 0.0164867
48 2.2049 0.0165326
49 2.18562 0.0164861
50 2.18057 0.0164739
51 2.17208 0.0164533
52 2.19457 0.0165077
53 2.11655 0.0163162
54 2.07868 0.0162205
55 2.07042 0.0161994
56 2.0874 0.0162427
57 2.02613 0.0160847
58 2.00938 0.0160407
59 1.97266 0.0159429
60 1.94833 0.0158771
61 1.94443 0.0158664
62 1.89785 0.0157378
63 1.87903 0.015685
64 1.89211 0.0157218
65 1.81179 0.0154919
66 1.78402 0.0154101
67 1.72413 0.0152295
68 1.71541 0.0152027
69 1.65597 0.0150166
70 1.65046 0.0149991
71 1.6142 0.0148822
72 1.52103 0.0145704
73 1.52241 0.0145751
74 1.50864 0.0145276
75 1.38472 0.0140821
76 1.19539 0.0133306
77 0.91932 0.0120391
78 0.750189 0.0110925
79 0.232928 0.0066814
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=1.78051
