#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0.0094665 0.00145274
36 1.05471 0.0127447
37 2.46799 0.0171777
38 2.88359 0.0179823
39 2.92492 0.0180545
40 2.93715 0.0180756
41 2.91614 0.0180393
42 2.90714 0.0180236
43 2.93069 0.0180645
44 2.8979 0.0180075
45 2.8732 0.017964
46 2.91245 0.0180328
47 2.86581 0.0179509
48 2.84965 0.0179221
49 2.85565 0.0179328
50 2.87412 0.0179656
51 2.89075 0.0179949
52 2.88821 0.0179904
53 2.8575 0.0179361
54 2.87435 0.017966
55 2.86165 0.0179435
56 2.89606 0.0180042
57 2.85149 0.0179254
58 2.83256 0.0178914
59 2.85588 0.0179332
60 2.8829 0.0179811
61 2.80624 0.0178437
62 2.81732 0.0178638
63 2.83741 0.0179001
64 2.8351 0.017896
65 2.78754 0.0178094
66 2.77415 0.0177847
67 2.76837 0.0177741
68 2.72196 0.0176871
69 2.71573 0.0176753
70 2.66309 0.0175742
71 2.6654 0.0175787
72 2.61714 0.0174839
73 2.55388 0.0173566
74 2.52779 0.017303
75 2.27196 0.0167417
76 1.98196 0.0160166
77 1.57213 0.0147885
78 0.938338 0.0121743
79 0 0
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=2.60699
