#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0 0
36 0.157198 0.00558118
37 1.38495 0.014083
38 1.82785 0.0155386
39 1.79779 0.0154508
40 1.81615 0.0155046
41 1.80559 0.0154737
42 1.815 0.0155012
43 1.79045 0.0154291
44 1.79481 0.015442
45 1.76337 0.0153485
46 1.77783 0.0153917
47 1.79756 0.0154501
48 1.74845 0.0153035
49 1.77737 0.0153903
50 1.74317 0.0152875
51 1.74547 0.0152945
52 1.76062 0.0153402
53 1.7473 0.0153001
54 1.74409 0.0152903
55 1.74363 0.0152889
56 1.69911 0.0151523
57 1.74455 0.0152917
58 1.7255 0.0152337
59 1.72803 0.0152414
60 1.6998 0.0151544
61 1.72803 0.0152414
62 1.73491 0.0152624
63 1.71128 0.01519
64 1.70393 0.0151672
65 1.68488 0.0151079
66 1.65872 0.0150254
67 1.69888 0.0151516
68 1.68305 0.0151022
69 1.6539 0.0150101
70 1.64908 0.0149947
71 1.65505 0.0150137
72 1.61053 0.0148702
73 1.63256 0.0149417
74 1.58139 0.0147742
75 1.53503 0.0146183
76 1.32413 0.0138516
77 1.09098 0.012873
78 0.790579 0.0113319
79 0.254729 0.00695695
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=1.60267
