#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0.00531047 0.00109291
36 0.863991 0.0117807
37 2.1392 0.0164225
38 2.58666 0.0174231
39 2.58597 0.0174217
40 2.55919 0.0173674
41 2.56727 0.0173839
42 2.5675 0.0173843
43 2.54556 0.0173396
44 2.56103 0.0173712
45 2.55411 0.0173571
46 2.52063 0.0172882
47 2.52709 0.0173016
48 2.53448 0.0173168
49 2.55088 0.0173505
50 2.47699 0.0171968
51 2.43912 0.017116
52 2.49223 0.0172289
53 2.47214 0.0171865
54 2.45921 0.017159
55 2.48992 0.0172241
56 2.4322 0.0171011
57 2.51347 0.0172733
58 2.47145 0.0171851
59 2.49246 0.0172294
60 2.44028 0.0171185
61 2.45875 0.0171581
62 2.43497 0.0171071
63 2.46775 0.0171772
64 2.41419 0.017062
65 2.40287 0.0170373
66 2.43381 0.0171046
67 2.38394 0.0169957
68 2.34169 0.0169014
69 2.25903 0.0167115
70 2.26018 0.0167142
71 2.23086 0.0166451
72 2.11588 0.0163643
73 2.13204 0.0164047
74 2.03599 0.0161597
75 1.83881 0.0156179
76 1.53034 0.0146469
77 1.29552 0.0137816
78 0.834437 0.0116172
79 0 0
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=2.24362
