#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0 0
36 0.217094 0.00647133
37 1.42029 0.0142134
38 1.87696 0.0156792
39 1.86021 0.0156316
40 1.89555 0.0157314
41 1.89418 0.0157276
42 1.86411 0.0156427
43 1.87375 0.0156701
44 1.82808 0.0155393
45 1.85654 0.0156211
46 1.84598 0.0155909
47 1.81018 0.0154872
48 1.85195 0.015608
49 1.84644 0.0155922
50 1.83566 0.0155612
51 1.82005 0.015516
52 1.82258 0.0155233
53 1.82143 0.01552
54 1.82602 0.0155333
55 1.86297 0.0156395
56 1.79664 0.0154474
57 1.80123 0.0154609
58 1.7932 0.0154373
59 1.77645 0.0153876
60 1.78425 0.0154108
61 1.79848 0.0154528
62 1.78815 0.0154223
63 1.80697 0.0154778
64 1.7932 0.0154373
65 1.75304 0.0153174
66 1.79435 0.0154406
67 1.77324 0.015378
68 1.74639 0.0152973
69 1.76383 0.0153498
70 1.70898 0.0151829
71 1.71541 0.0152027
72 1.68029 0.0150935
73 1.65207 0.0150042
74 1.64863 0.0149932
75 1.57749 0.0147613
76 1.32918 0.0138711
77 1.08593 0.01285
78 0.845655 0.0116442
79 0.254959 0.00695977
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=1.66814
