#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0 0
36 0.118415 0.00489274
37 1.75625 0.0153271
38 2.18195 0.0164772
39 2.17139 0.0164516
40 2.21041 0.0165457
41 2.21064 0.0165463
42 2.23519 0.0166046
43 2.20329 0.0165287
44 2.19779 0.0165155
45 2.17805 0.0164678
46 2.16795 0.0164432
47 2.17484 0.01646
48 2.17966 0.0164717
49 2.17874 0.0164694
50 2.14569 0.0163886
51 2.18952 0.0164956
52 2.15327 0.0164072
53 2.13445 0.0163608
54 2.11127 0.0163029
55 2.1255 0.0163385
56 2.10209 0.0162798
57 2.10943 0.0162983
58 2.12687 0.0163419
59 2.12022 0.0163253
60 2.08626 0.0162398
61 2.0734 0.016207
62 2.07845 0.0162199
63 2.04793 0.0161415
64 2.06032 0.0161735
65 2.0578 0.016167
66 2.02246 0.0160751
67 2.00272 0.0160231
68 2.0041 0.0160268
69 1.99561 0.0160042
70 1.97931 0.0159608
71 1.92378 0.0158098
72 1.90473 0.015757
73 1.83474 0.0155585
74 1.83864 0.0155698
75 1.75167 0.0153132
76 1.51507 0.0145498
77 1.22247 0.0134439
78 0.98197 0.0123565
79 0.28571 0.00732479
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=1.93523
