#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0.0129299 0.00169276
36 1.04732 0.01271
37 2.26827 0.0167331
38 2.93 0.0180633
39 2.95563 0.0181073
40 2.97987 0.0181484
41 2.90483 0.0180196
42 2.93715 0.0180756
43 2.90137 0.0180135
44 2.9203 0.0180465
45 2.85865 0.0179381
46 2.89929 0.0180099
47 2.88243 0.0179803
48 2.83649 0.0178985
49 2.82702 0.0178814
50 2.81663 0.0178626
51 2.85126 0.017925
52 2.8194 0.0178676
53 2.78823 0.0178107
54 2.75821 0.0177552
55 2.83672 0.0178989
56 2.78638 0.0178073
57 2.75798 0.0177547
58 2.70557 0.017656
59 2.66309 0.0175742
60 2.67001 0.0175876
61 2.61737 0.0174844
62 2.63215 0.0175136
63 2.58943 0.0174286
64 2.54672 0.017342
65 2.52455 0.0172963
66 2.47076 0.0171836
67 2.38694 0.0170023
68 2.31444 0.0168397
69 2.27588 0.0167509
70 2.19969 0.0165705
71 2.11657 0.0163661
72 2.04869 0.0161928
73 1.98404 0.0160222
74 1.92147 0.0158517
75 1.66518 0.0150918
76 1.37911 0.0141041
77 1.1593 0.0132165
78 0.768864 0.0112385
79 0 0
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=2.414
