#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0.00023089 0.000230264
36 0.510267 0.00947039
37 1.66726 0.0150984
38 1.72891 0.0152907
39 1.71875 0.0152594
40 1.74299 0.0153337
41 1.68758 0.0151625
42 1.71136 0.0152366
43 1.74114 0.0153281
44 1.7139 0.0152445
45 1.72313 0.015273
46 1.71505 0.015248
47 1.68711 0.0151611
48 1.70028 0.0152022
49 1.6825 0.0151466
50 1.70074 0.0152036
51 1.67488 0.0151225
52 1.66195 0.0150816
53 1.65941 0.0150735
54 1.64209 0.015018
55 1.67926 0.0151364
56 1.62524 0.0149636
57 1.61762 0.0149388
58 1.66403 0.0150882
59 1.64371 0.0150232
60 1.60515 0.014898
61 1.64717 0.0150344
62 1.64579 0.0150299
63 1.616 0.0149335
64 1.64371 0.0150232
65 1.62085 0.0149493
66 1.61138 0.0149184
67 1.60469 0.0148964
68 1.55181 0.0147201
69 1.60423 0.0148949
70 1.59222 0.0148553
71 1.56382 0.0147606
72 1.55505 0.014731
73 1.5278 0.0146382
74 1.52249 0.0146199
75 1.4456 0.0143489
76 1.20848 0.0134265
77 0.953807 0.0122531
78 0.555291 0.00981703
79 0 0
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=1.53124
