#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0.00298332 0.000819356
36 0.589549 0.0100375
37 1.60915 0.0148657
38 2.17621 0.0164633
39 2.29325 0.0167399
40 2.28361 0.0167177
41 2.27007 0.0166864
42 2.30289 0.016762
43 2.28155 0.0167129
44 2.25883 0.0166602
45 2.28637 0.0167241
46 2.24712 0.0166328
47 2.27443 0.0166965
48 2.22257 0.0165747
49 2.19434 0.0165072
50 2.20628 0.0165359
51 2.12389 0.0163345
52 2.12894 0.0163471
53 2.08029 0.0162246
54 2.03118 0.0160979
55 2.00135 0.0160195
56 2.00387 0.0160262
57 1.98941 0.0159878
58 1.9029 0.0157519
59 1.91621 0.0157889
60 1.8811 0.0156908
61 1.85608 0.0156198
62 1.82235 0.0155226
63 1.82372 0.0155266
64 1.71678 0.0152069
65 1.74157 0.0152827
66 1.71931 0.0152147
67 1.65138 0.015002
68 1.60066 0.0148379
69 1.55385 0.0146821
70 1.53755 0.0146269
71 1.5231 0.0145775
72 1.45563 0.0143411
73 1.40881 0.0141714
74 1.35465 0.0139688
75 1.31059 0.0137988
76 1.06963 0.0127752
77 0.903486 0.0119563
78 0.704292 0.0108089
79 0.224896 0.00657595
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=1.74526
