#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0 0
36 0.164541 0.00570001
37 1.89899 0.015741
38 2.41075 0.0170026
39 2.44494 0.0170763
40 2.40088 0.0169811
41 2.40708 0.0169946
42 2.43668 0.0170586
43 2.39813 0.016975
44 2.43875 0.0170631
45 2.41511 0.017012
46 2.31941 0.0167997
47 2.36806 0.0169088
48 2.36967 0.0169124
49 2.37747 0.0169297
50 2.37472 0.0169236
51 2.41052 0.0170021
52 2.3598 0.0168905
53 2.35016 0.016869
54 2.33708 0.0168396
55 2.33112 0.0168262
56 2.31322 0.0167856
57 2.3621 0.0168956
58 2.31023 0.0167788
59 2.32033 0.0168017
60 2.30794 0.0167736
61 2.29325 0.0167399
62 2.30725 0.016772
63 2.31804 0.0167965
64 2.33754 0.0168406
65 2.29119 0.0167352
66 2.31459 0.0167887
67 2.28843 0.0167288
68 2.25493 0.016651
69 2.26525 0.0166752
70 2.2446 0.0166268
71 2.24965 0.0166387
72 2.19664 0.0165127
73 2.16451 0.0164348
74 2.1271 0.0163425
75 2.06193 0.0161776
76 1.84162 0.0155784
77 1.47766 0.0144193
78 1.13205 0.0130571
79 0.340098 0.00791488
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=2.16214
