#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0.00623404 0.00118283
36 1.48462 0.014488
37 3.94984 0.0194866
38 4.49081 0.0200211
39 4.53099 0.0200558
40 4.41924 0.0199576
41 4.48435 0.0200154
42 4.46172 0.0199955
43 4.45964 0.0199937
44 4.52198 0.0200481
45 4.44487 0.0199805
46 4.45941 0.0199935
47 4.37445 0.0199167
48 4.42593 0.0199636
49 4.39269 0.0199335
50 4.40562 0.0199452
51 4.398 0.0199383
52 4.3973 0.0199377
53 4.38553 0.0199269
54 4.3883 0.0199295
55 4.38114 0.0199229
56 4.38691 0.0199282
57 4.35621 0.0198999
58 4.3218 0.0198677
59 4.32734 0.0198729
60 4.38622 0.0199276
61 4.33912 0.019884
62 4.30518 0.019852
63 4.2814 0.0198293
64 4.33727 0.0198822
65 4.33035 0.0198757
66 4.23083 0.0197802
67 4.23245 0.0197818
68 4.20844 0.0197581
69 4.10684 0.0196551
70 4.08352 0.0196308
71 3.98009 0.0195199
72 3.90366 0.0194347
73 3.8277 0.0193472
74 3.67577 0.0191633
75 3.38416 0.0187747
76 2.83556 0.0178968
77 2.24241 0.0166724
78 1.39042 0.0141465
79 0 0
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=3.97128
