#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0.0295539 0.00253207
36 1.02007 0.0125803
37 2.02952 0.0161428
38 2.61991 0.0174894
39 2.65639 0.0175611
40 2.65801 0.0175643
41 2.64023 0.0175295
42 2.62638 0.0175022
43 2.62799 0.0175054
44 2.65454 0.0175575
45 2.62037 0.0174904
46 2.62222 0.017494
47 2.58181 0.0174133
48 2.52802 0.0173035
49 2.61021 0.0174702
50 2.58851 0.0174268
51 2.59798 0.0174458
52 2.56427 0.0173778
53 2.49592 0.0172367
54 2.48299 0.0172095
55 2.49962 0.0172444
56 2.49315 0.0172309
57 2.48461 0.0172129
58 2.47861 0.0172002
59 2.4569 0.0171541
60 2.41003 0.017053
61 2.4135 0.0170605
62 2.38787 0.0170043
63 2.41719 0.0170685
64 2.36247 0.016948
65 2.33291 0.0168816
66 2.28997 0.0167835
67 2.24864 0.0166871
68 2.15213 0.0164545
69 2.12396 0.0163846
70 2.06485 0.0162346
71 2.05931 0.0162203
72 1.96395 0.0159681
73 1.91085 0.0158222
74 1.88176 0.0157406
75 1.67649 0.0151277
76 1.44329 0.0143405
77 1.20963 0.0134314
78 0.758013 0.0111736
79 0 0
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=2.22215
