#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0.000458972 0.000323301
36 0.418123 0.00866503
37 1.5029 0.0145077
38 2.10461 0.0162862
39 2.1473 0.0163925
40 2.14294 0.0163818
41 2.11586 0.0163144
42 2.16336 0.016432
43 2.11815 0.0163202
44 2.1473 0.0163925
45 2.1372 0.0163676
46 2.11333 0.0163081
47 2.12343 0.0163334
48 2.09819 0.01627
49 2.09566 0.0162636
50 2.08671 0.0162409
51 2.08396 0.0162339
52 2.145 0.0163869
53 2.09383 0.016259
54 2.03347 0.0161039
55 2.06124 0.0161758
56 2.08763 0.0162433
57 2.08235 0.0162299
58 2.02705 0.0160872
59 2.00433 0.0160274
60 1.99194 0.0159945
61 1.96233 0.0159151
62 1.94283 0.0158621
63 1.94099 0.015857
64 1.92516 0.0158136
65 1.88936 0.015714
66 1.89349 0.0157256
67 1.87972 0.0156869
68 1.7737 0.0153794
69 1.76566 0.0153553
70 1.71334 0.0151963
71 1.67731 0.0150841
72 1.64013 0.014966
73 1.5963 0.0148235
74 1.54513 0.0146526
75 1.4772 0.0144177
76 1.21398 0.0134086
77 0.983806 0.0123656
78 0.772908 0.0112283
79 0.256336 0.00697668
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=1.77725
