#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0.00046178 0.000325276
36 0.63795 0.0104064
37 1.72775 0.0152871
38 1.87922 0.0157334
39 1.93232 0.0158817
40 1.94571 0.0159184
41 1.91662 0.0158383
42 1.90369 0.0158023
43 1.83627 0.0156105
44 1.84227 0.0156279
45 1.82219 0.0155696
46 1.88453 0.0157484
47 1.85105 0.0156531
48 1.82311 0.0155723
49 1.8275 0.0155851
50 1.85497 0.0156644
51 1.85082 0.0156525
52 1.88199 0.0157413
53 1.82357 0.0155736
54 1.81457 0.0155473
55 1.85705 0.0156703
56 1.83396 0.0156038
57 1.78709 0.0154663
58 1.86744 0.0157
59 1.80441 0.0155175
60 1.78178 0.0154505
61 1.83396 0.0156038
62 1.82634 0.0155817
63 1.79679 0.015495
64 1.78848 0.0154704
65 1.80025 0.0155053
66 1.78755 0.0154677
67 1.78986 0.0154745
68 1.78801 0.015469
69 1.7423 0.0153316
70 1.7386 0.0153203
71 1.72914 0.0152914
72 1.6952 0.0151864
73 1.66472 0.0150904
74 1.65133 0.0150477
75 1.53011 0.0146461
76 1.26759 0.0136699
77 1.02077 0.0125836
78 0.606779 0.0101907
79 0 0
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=1.68286
