#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0.00183589 0.00064412
36 0.707505 0.0108292
37 2.20215 0.0165259
38 3.02669 0.0181712
39 3.14143 0.0183559
40 3.0953 0.0182827
41 3.08681 0.0182691
42 3.13822 0.0183508
43 3.08498 0.0182661
44 3.05308 0.0182145
45 3.11206 0.0183095
46 3.11596 0.0183156
47 3.06042 0.0182264
48 3.07557 0.018251
49 3.02577 0.0181697
50 3.02669 0.0181712
51 3.02898 0.018175
52 3.0237 0.0181663
53 2.95761 0.0180555
54 2.90483 0.0179647
55 2.88877 0.0179366
56 2.89496 0.0179475
57 2.84631 0.0178615
58 2.82979 0.0178319
59 2.76439 0.0177125
60 2.74144 0.0176698
61 2.72101 0.0176314
62 2.68039 0.0175541
63 2.65354 0.0175021
64 2.63794 0.0174716
65 2.55991 0.017316
66 2.54064 0.0172767
67 2.42681 0.0170374
68 2.41121 0.0170036
69 2.33846 0.0168427
70 2.31941 0.0167997
71 2.23634 0.0166074
72 2.16176 0.016428
73 2.14454 0.0163857
74 2.09704 0.0162671
75 1.93434 0.0158388
76 1.67066 0.0150632
77 1.32666 0.0138614
78 1.08203 0.0128322
79 0.330919 0.00781966
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=2.49131
