#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0 0
36 0.625808 0.0102918
37 3.24126 0.0185092
38 4.44262 0.0199177
39 4.53831 0.020001
40 4.4036 0.0198827
41 4.44078 0.019916
42 4.39029 0.0198706
43 4.4394 0.0199148
44 4.46235 0.0199352
45 4.4075 0.0198862
46 4.40062 0.01988
47 4.38846 0.0198689
48 4.36482 0.0198472
49 4.38433 0.0198651
50 4.3444 0.0198283
51 4.33154 0.0198163
52 4.33246 0.0198172
53 4.36069 0.0198434
54 4.31686 0.0198025
55 4.38433 0.0198651
56 4.3483 0.0198319
57 4.32305 0.0198084
58 4.31089 0.0197969
59 4.2549 0.0197434
60 4.32535 0.0198105
61 4.30424 0.0197906
62 4.29689 0.0197837
63 4.25536 0.0197438
64 4.22621 0.0197154
65 4.33269 0.0198174
66 4.19362 0.0196832
67 4.18146 0.0196711
68 4.18628 0.0196759
69 4.13465 0.0196238
70 4.07727 0.0195645
71 3.93476 0.0194105
72 3.9249 0.0193994
73 3.80028 0.0192561
74 3.74016 0.0191841
75 3.50402 0.0188827
76 3.00374 0.0181331
77 2.41947 0.0170215
78 1.94329 0.0158633
79 0.612268 0.0101981
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=3.94624
