#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0.000923561 0.000459276
36 1.27082 0.0136829
37 3.88034 0.0194082
38 4.21305 0.0197627
39 4.27747 0.0198255
40 4.22113 0.0197707
41 4.20705 0.0197567
42 4.19158 0.0197413
43 4.15371 0.0197032
44 4.21098 0.0197606
45 4.19758 0.0197473
46 4.23037 0.0197797
47 4.16295 0.0197126
48 4.15141 0.0197008
49 4.16734 0.019717
50 4.08214 0.0196293
51 4.13132 0.0196803
52 4.13201 0.019681
53 4.09807 0.019646
54 4.0886 0.0196361
55 4.04497 0.0195901
56 4.09299 0.0196407
57 4.14286 0.0196921
58 4.0953 0.0196431
59 4.00733 0.0195496
60 4.04266 0.0195876
61 4.07844 0.0196255
62 4.02511 0.0195688
63 4.02188 0.0195653
64 4.01033 0.0195529
65 3.99509 0.0195363
66 3.96208 0.0195001
67 4.00063 0.0195424
68 4.01102 0.0195536
69 3.93714 0.0194724
70 3.8681 0.0193941
71 3.79861 0.0193129
72 3.77044 0.0192793
73 3.68732 0.0191777
74 3.61713 0.019089
75 3.27841 0.0186213
76 2.80208 0.0178361
77 2.20339 0.0165794
78 1.36248 0.0140413
79 0 0
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=3.74829
