#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0.00438691 0.000994529
36 0.716221 0.0109171
37 1.78617 0.0154635
38 2.06416 0.0162328
39 2.048 0.016191
40 2.08078 0.0162754
41 2.07155 0.0162518
42 2.05885 0.0162191
43 2.05007 0.0161964
44 2.05423 0.0162072
45 2.04153 0.0161742
46 2.06808 0.0162429
47 2.03738 0.0161633
48 2.06878 0.0162447
49 2.04015 0.0161706
50 2.02952 0.0161428
51 2.01798 0.0161125
52 2.00644 0.0160819
53 2.01752 0.0161112
54 2.02029 0.0161185
55 2.02352 0.016127
56 1.95749 0.0159505
57 1.99397 0.0160488
58 1.98381 0.0160216
59 2.04777 0.0161904
60 1.95957 0.0159562
61 1.97573 0.0159999
62 1.94848 0.015926
63 1.95379 0.0159405
64 1.92332 0.0158568
65 1.92816 0.0158702
66 1.86929 0.0157053
67 1.85266 0.0156578
68 1.81133 0.0155379
69 1.83581 0.0156092
70 1.77762 0.0154381
71 1.70582 0.0152194
72 1.69289 0.0151791
73 1.59684 0.0148706
74 1.6033 0.0148919
75 1.46546 0.0144201
76 1.18539 0.0133288
77 0.933027 0.0121469
78 0.568452 0.00991473
79 0 0
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=1.79263
