#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0.00711406 0.00125849
36 1.21605 0.0134172
37 3.29978 0.0185961
38 4.63011 0.0200775
39 4.88024 0.0202701
40 4.92637 0.0203032
41 4.84467 0.0202441
42 4.96125 0.0203277
43 4.9165 0.0202962
44 4.89792 0.0202829
45 4.88805 0.0202758
46 4.80566 0.0202151
47 4.80681 0.0202159
48 4.77147 0.0201892
49 4.73154 0.0201584
50 4.71157 0.0201428
51 4.64365 0.0200885
52 4.66545 0.0201061
53 4.55346 0.0200138
54 4.49654 0.0199651
55 4.44537 0.0199201
56 4.40246 0.0198816
57 4.38203 0.019863
58 4.33338 0.019818
59 4.31181 0.0197978
60 4.237 0.019726
61 4.19867 0.0196883
62 4.12983 0.0196189
63 4.13924 0.0196285
64 3.97653 0.0194566
65 3.95335 0.0194311
66 3.87211 0.0193397
67 3.75439 0.0192013
68 3.60866 0.0190201
69 3.56782 0.0189672
70 3.52238 0.0189072
71 3.4455 0.0188031
72 3.3381 0.0186518
73 3.22198 0.0184801
74 3.13707 0.018349
75 2.95555 0.018052
76 2.50621 0.0172056
77 2.0998 0.0162741
78 1.69659 0.0151444
79 0.547553 0.00972912
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=3.85417
