#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0.00046178 0.000325276
36 0.682511 0.0107022
37 2.23409 0.0166528
38 2.31975 0.0168518
39 2.37863 0.0169839
40 2.33638 0.0168895
41 2.33176 0.016879
42 2.35254 0.0169258
43 2.34354 0.0169056
44 2.35046 0.0169212
45 2.36986 0.0169645
46 2.31237 0.0168349
47 2.32345 0.0168602
48 2.33799 0.0168931
49 2.35416 0.0169294
50 2.35485 0.016931
51 2.32391 0.0168612
52 2.30405 0.0168159
53 2.30613 0.0168207
54 2.28581 0.0167739
55 2.31791 0.0168476
56 2.2491 0.0166882
57 2.27496 0.0167487
58 2.20223 0.0165766
59 2.2334 0.0166511
60 2.29413 0.0167931
61 2.26388 0.0167229
62 2.28327 0.016768
63 2.25672 0.0167061
64 2.23548 0.0166561
65 2.2304 0.016644
66 2.21816 0.0166149
67 2.22324 0.016627
68 2.18653 0.0165387
69 2.20454 0.0165822
70 2.1138 0.0163591
71 2.12234 0.0163805
72 2.06831 0.0162435
73 1.97203 0.0159899
74 1.96557 0.0159724
75 1.85336 0.0156597
76 1.4994 0.0145398
77 1.2258 0.0134988
78 0.738849 0.0110573
79 0 0
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=2.08718
