#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0.00115445 0.000513155
36 0.878075 0.0118572
37 2.42111 0.0170771
38 2.68017 0.0176073
39 2.69033 0.0176268
40 2.7125 0.0176692
41 2.68872 0.0176237
42 2.67948 0.0176059
43 2.60721 0.0174642
44 2.60629 0.0174624
45 2.59174 0.0174333
46 2.64415 0.0175372
47 2.61068 0.0174711
48 2.56819 0.0173857
49 2.57951 0.0174086
50 2.59798 0.0174458
51 2.6183 0.0174862
52 2.60629 0.0174624
53 2.5772 0.017404
54 2.56011 0.0173693
55 2.60975 0.0174693
56 2.57581 0.0174012
57 2.53771 0.0173235
58 2.62638 0.0175022
59 2.53448 0.0173168
60 2.52409 0.0172954
61 2.57789 0.0174054
62 2.57835 0.0174063
63 2.53263 0.017313
64 2.5077 0.0172613
65 2.53933 0.0173268
66 2.51832 0.0172834
67 2.51024 0.0172666
68 2.5197 0.0172863
69 2.49454 0.0172338
70 2.44674 0.0171324
71 2.41326 0.01706
72 2.37078 0.0169665
73 2.35346 0.0169279
74 2.31768 0.016847
75 2.13296 0.016407
76 1.77116 0.0154188
77 1.45553 0.0143846
78 0.83513 0.0116211
79 0 0
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=2.36825
