#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0 0
36 0.309117 0.00758666
37 2.01787 0.0160631
38 2.64414 0.0174838
39 2.64161 0.0174788
40 2.65653 0.0175079
41 2.67099 0.0175359
42 2.62233 0.017441
43 2.61063 0.0174178
44 2.58309 0.0173628
45 2.60168 0.0174
46 2.61568 0.0174278
47 2.56359 0.0173235
48 2.61155 0.0174196
49 2.58493 0.0173665
50 2.5925 0.0173817
51 2.56496 0.0173262
52 2.57621 0.017349
53 2.58493 0.0173665
54 2.55808 0.0173123
55 2.62509 0.0174464
56 2.54041 0.0172762
57 2.53215 0.0172593
58 2.54041 0.0172762
59 2.517 0.017228
60 2.5287 0.0172522
61 2.51035 0.0172142
62 2.52457 0.0172437
63 2.55555 0.0173071
64 2.50805 0.0172095
65 2.49313 0.0171783
66 2.51746 0.017229
67 2.51608 0.0172261
68 2.48556 0.0171625
69 2.50117 0.0171951
70 2.40822 0.0169971
71 2.40409 0.0169881
72 2.36187 0.0168951
73 2.3302 0.0168241
74 2.31368 0.0167866
75 2.21041 0.0165457
76 1.87995 0.0156876
77 1.52792 0.014594
78 1.19516 0.0133296
79 0.367177 0.00818664
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=2.35238
