#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0.00138534 0.000561806
36 0.762861 0.0112027
37 2.16644 0.0164897
38 2.48507 0.0172139
39 2.44467 0.0171279
40 2.4165 0.017067
41 2.46221 0.0171654
42 2.42111 0.0170771
43 2.47029 0.0171826
44 2.41188 0.017057
45 2.43174 0.0171001
46 2.42365 0.0170826
47 2.41165 0.0170565
48 2.41904 0.0170726
49 2.41419 0.017062
50 2.42065 0.0170761
51 2.41604 0.017066
52 2.38833 0.0170054
53 2.38671 0.0170018
54 2.38579 0.0169998
55 2.3844 0.0169967
56 2.37586 0.0169778
57 2.40033 0.0170318
58 2.37817 0.0169829
59 2.3874 0.0170033
60 2.32714 0.0168686
61 2.38487 0.0169977
62 2.39664 0.0170236
63 2.36893 0.0169624
64 2.32945 0.0168738
65 2.34954 0.0169191
66 2.32899 0.0168727
67 2.32668 0.0168675
68 2.31121 0.0168323
69 2.33476 0.0168858
70 2.2087 0.0165922
71 2.18699 0.0165398
72 2.15513 0.0164619
73 2.09648 0.0163154
74 2.09556 0.0163131
75 1.86975 0.0157066
76 1.57929 0.0148124
77 1.32993 0.0139164
78 0.779024 0.0112987
79 0 0
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=2.17785
