#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0.0311702 0.00259816
36 1.22857 0.0135103
37 2.55572 0.0173604
38 3.14218 0.0184131
39 3.12764 0.0183902
40 3.14334 0.0184149
41 3.14034 0.0184102
42 3.16389 0.0184471
43 3.09254 0.0183341
44 3.1281 0.0183909
45 3.13341 0.0183993
46 3.12394 0.0183843
47 3.07315 0.0183028
48 3.07846 0.0183114
49 3.03528 0.0182409
50 3.09162 0.0183327
51 3.03598 0.018242
52 3.00273 0.0181868
53 2.97802 0.0181453
54 2.933 0.0180684
55 2.92238 0.0180501
56 2.90252 0.0180155
57 2.87181 0.0179615
58 2.8321 0.0178906
59 2.77045 0.0177779
60 2.72797 0.0176985
61 2.7379 0.0177172
62 2.67394 0.0175952
63 2.65708 0.0175625
64 2.62153 0.0174926
65 2.56196 0.0173731
66 2.52894 0.0173054
67 2.46475 0.0171708
68 2.44328 0.0171249
69 2.33707 0.016891
70 2.33384 0.0168837
71 2.24402 0.0166763
72 2.14382 0.016434
73 2.14705 0.016442
74 2.08655 0.0162902
75 1.83789 0.0156152
76 1.53334 0.0146572
77 1.26089 0.0136428
78 0.75986 0.0111847
79 0 0
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=2.56
