#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0.00023089 0.000230264
36 0.471247 0.00915295
37 1.59037 0.0148492
38 1.61808 0.0149403
39 1.6384 0.0150061
40 1.61161 0.0149192
41 1.62731 0.0149703
42 1.62362 0.0149583
43 1.65664 0.0150646
44 1.60423 0.0148949
45 1.59384 0.0148607
46 1.59707 0.0148714
47 1.63078 0.0149815
48 1.59891 0.0148774
49 1.57467 0.014797
50 1.61161 0.0149192
51 1.59707 0.0148714
52 1.58829 0.0148423
53 1.61115 0.0149176
54 1.58899 0.0148446
55 1.57929 0.0148124
56 1.58183 0.0148209
57 1.57675 0.0148039
58 1.57052 0.0147831
59 1.57259 0.01479
60 1.55066 0.0147162
61 1.54073 0.0146824
62 1.5472 0.0147044
63 1.53773 0.0146722
64 1.54396 0.0146934
65 1.56821 0.0147753
66 1.50333 0.0145535
67 1.53403 0.0146595
68 1.51649 0.0145992
69 1.50056 0.0145438
70 1.51256 0.0145856
71 1.49155 0.0145123
72 1.48232 0.0144798
73 1.44075 0.0143314
74 1.45923 0.0143978
75 1.40312 0.0141936
76 1.14452 0.013152
77 0.915711 0.0120571
78 0.509806 0.00946673
79 0 0
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=1.45494
