#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0.000917943 0.00045649
36 0.572567 0.00991467
37 2.08534 0.0162375
38 2.90185 0.0179595
39 3.01223 0.0181473
40 3.02829 0.0181738
41 2.95899 0.0180578
42 3.00512 0.0181354
43 2.9785 0.0180908
44 3.00718 0.0181389
45 2.97115 0.0180784
46 2.96289 0.0180644
47 2.9622 0.0180633
48 2.93191 0.0180115
49 2.92548 0.0180005
50 2.92503 0.0179997
51 2.94017 0.0180257
52 2.9941 0.018117
53 2.90391 0.0179631
54 2.86536 0.0178954
55 2.90919 0.0179723
56 2.89818 0.0179531
57 2.89841 0.0179535
58 2.85595 0.0178787
59 2.81556 0.0178062
60 2.80478 0.0177867
61 2.77494 0.017732
62 2.7396 0.0176664
63 2.7357 0.0176591
64 2.71826 0.0176262
65 2.67512 0.0175439
66 2.63679 0.0174694
67 2.61774 0.0174319
68 2.48212 0.0171552
69 2.46835 0.0171262
70 2.40134 0.0169821
71 2.36347 0.0168986
72 2.31918 0.0167991
73 2.25539 0.0166521
74 2.18815 0.0164922
75 2.06285 0.01618
76 1.7239 0.0152288
77 1.40996 0.0141756
78 1.10612 0.0129415
79 0.366718 0.00818214
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=2.49247
