#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0 0
36 0.658961 0.0105476
37 2.16021 0.0164744
38 2.19484 0.0165588
39 2.18353 0.0165314
40 2.18953 0.016546
41 2.14174 0.0164288
42 2.22024 0.0166198
43 2.23917 0.0166648
44 2.18815 0.0165426
45 2.16783 0.0164931
46 2.16344 0.0164824
47 2.18699 0.0165398
48 2.13204 0.0164047
49 2.18676 0.0165393
50 2.15213 0.0164545
51 2.16737 0.016492
52 2.16206 0.016479
53 2.11472 0.0163614
54 2.14589 0.0164391
55 2.11611 0.0163649
56 2.13135 0.016403
57 2.1422 0.01643
58 2.10941 0.0163481
59 2.06878 0.0162447
60 2.0914 0.0163025
61 2.09856 0.0163207
62 2.06508 0.0162352
63 2.09348 0.0163078
64 2.05146 0.0162
65 2.02883 0.016141
66 2.06739 0.0162411
67 2.03299 0.0161519
68 2.03484 0.0161567
69 2.01082 0.0160936
70 2.04523 0.0161838
71 1.99835 0.0160605
72 1.97503 0.015998
73 1.98335 0.0160204
74 1.9 0.0157919
75 1.8208 0.0155656
76 1.55689 0.0147372
77 1.18955 0.0133465
78 0.700983 0.0108209
79 0 0
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=2.00159
