#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0 0
36 0.389437 0.00840061
37 3.19329 0.0184364
38 4.20923 0.0196987
39 4.19293 0.0196826
40 4.15736 0.0196469
41 4.20051 0.0196901
42 4.17733 0.019667
43 4.14635 0.0196357
44 4.14933 0.0196387
45 4.18169 0.0196713
46 4.16586 0.0196554
47 4.16195 0.0196515
48 4.07613 0.0195633
49 4.12202 0.0196109
50 4.08347 0.0195709
51 4.07773 0.0195649
52 4.11537 0.019604
53 4.06695 0.0195536
54 4.09747 0.0195855
55 4.06144 0.0195478
56 3.98387 0.0194646
57 4.1257 0.0196146
58 4.04102 0.0195262
59 4.02266 0.0195066
60 3.99535 0.0194771
61 4.05203 0.0195379
62 4.03069 0.0195152
63 3.99328 0.0194749
64 3.99741 0.0194793
65 4.02036 0.0195041
66 3.91411 0.0193873
67 3.98456 0.0194654
68 3.97378 0.0194536
69 3.95083 0.0194283
70 3.82117 0.0192807
71 3.80212 0.0192583
72 3.76426 0.0192132
73 3.70161 0.019137
74 3.59076 0.018997
75 3.43586 0.0187898
76 2.97666 0.0180877
77 2.45779 0.0171038
78 1.86457 0.015644
79 0.615251 0.0102188
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=3.73049
