#Acceptance by SIMC
#1.6<pe[GeV/c]<2.0, 100 partition --> 1bin=4MeV/c
1 0 0
2 0 0
3 0 0
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0.0369424 0.00282036
36 1.18262 0.013317
37 2.28651 0.0167755
38 3.04867 0.0182629
39 3.02651 0.0182264
40 3.05237 0.018269
41 3.01196 0.0182023
42 3.0212 0.0182176
43 3.00227 0.0181861
44 3.00342 0.018188
45 3.03944 0.0182477
46 2.97156 0.0181344
47 2.94062 0.0180816
48 2.92653 0.0180573
49 2.95539 0.0181069
50 2.94431 0.0180879
51 2.96163 0.0181175
52 2.88659 0.0179876
53 2.80786 0.0178466
54 2.76122 0.0177608
55 2.77669 0.0177894
56 2.77438 0.0177852
57 2.72266 0.0176884
58 2.73997 0.0177211
59 2.66216 0.0175724
60 2.60398 0.0174578
61 2.60513 0.0174601
62 2.5294 0.0173063
63 2.53287 0.0173135
64 2.47976 0.0172027
65 2.42042 0.0170756
66 2.32622 0.0168665
67 2.27819 0.0167562
68 2.17983 0.0165224
69 2.10226 0.01633
70 2.07293 0.0162553
71 1.9725 0.0159912
72 1.89469 0.015777
73 1.81734 0.0155554
74 1.80187 0.01551
75 1.53634 0.0146674
76 1.27521 0.0137005
77 1.11682 0.0130291
78 0.722455 0.010956
79 0 0
80 0 0
81 0 0
82 0 0
83 0 0
84 0 0
85 0 0
86 0 0
87 0 0
88 0 0
89 0 0
90 0 0
91 0 0
92 0 0
93 0 0
94 0 0
95 0 0
96 0 0
97 0 0
98 0 0
99 0 0
100 0 0
#Acceptance (average)=2.40481
