1 0 22230.4 949.796 356.767 2.89567 113.506 6.07096 
1 1 41778.9 1412.3 320.016 2.70385 115.14 4.66939 
1 2 47440.5 2570.36 398.938 6.39841 131.699 7.0635 
1 3 64063 1466.27 328.539 1.67549 108.763 3.11687 
1 4 70557.2 2497.65 352.534 3.19747 128.203 5.11136 
1 5 69816.3 3018.46 388.31 3.20435 140.515 6.96778 
1 6 56661.9 1275.92 346.296 1.63975 106.049 3.02845 
1 7 68160 1773.97 373.786 1.81526 116.533 3.7385 
1 8 58895.3 1113.53 329.444 1.40176 99.5088 2.43551 
1 9 59433.3 1355.27 369.559 1.56085 108.901 3.16091 
1 10 50598.4 1308.54 364.909 2.1617 107.202 3.35611 
1 11 48675.9 1394 371.7 1.9365 114.007 4.08438 
1 12 31047.1 486.385 232.165 1.17856 81.3878 1.76054 
1 13 39255.4 1199.02 391.996 2.05183 112.111 4.31746 
1 14 48497.6 675.67 277.953 1.0336 84.6787 1.62155 
1 15 62842.1 928.866 253.371 1.13886 91.5645 1.78941 
1 16 59778.5 731.144 342.411 0.893864 84.4416 1.42861 
1 17 36460.1 1003.71 401.774 2.11038 104.751 3.62502 
1 18 66755.3 1748.01 379.542 2.09893 114.164 3.59305 
1 19 43287.7 1431.7 398.12 2.51611 115.486 4.63663 
1 20 62975.8 1962.41 331.967 1.99156 122.861 4.68309 
1 21 57607.2 1911.7 336.7 2.16796 124.595 5.02363 
1 22 54798.4 2944.42 365.243 5.40697 140.733 8.09277 
1 23 43863.6 1486.38 326.032 2.24548 118.981 4.97285 
2 0 49529.9 2921.46 326.105 5.40282 145.613 9.39649 
2 1 57497.4 3263.39 316.436 5.11872 148.814 9.24561 
2 2 79252.2 5045.48 309.955 4.17132 168.53 11.939 
2 3 87036.1 10390.5 441.678 7.49646 218.883 27.8471 
2 4 115929 5433.23 288.578 2.84504 161.491 8.55146 
2 5 130585 16252.1 441.293 7.02112 242.055 31.818 
2 6 123332 8557.55 331.559 7.24787 185.061 13.3084 
2 7 123677 4237.5 293.179 2.19041 145.097 5.75611 
2 8 115920 10433.3 302.124 13.2915 192.086 16.1522 
2 9 112655 6749.35 387.945 3.52725 177.069 11.7653 
2 10 77110.8 6873.87 381.897 5.93986 189.647 18.3549 
2 11 60681.2 4499.84 384.471 5.04376 169.268 13.9083 
2 12 57057.4 1957.63 322.456 2.20642 125.712 5.23158 
2 13 51387.1 5852.77 328.636 8.26003 193.143 23.6781 
2 14 58541 2240.33 297.742 3.27851 127.696 5.58792 
2 15 78021.6 2335.25 298.992 2.34294 124.399 4.38337 
2 16 99404.8 5315.72 294.771 3.16317 164.66 9.91639 
2 17 120764 9120.77 343.579 4.38975 194.958 16.0325 
2 18 119837 7460.39 343.707 6.10439 176.351 11.5509 
2 19 107616 9059.26 359.59 8.22842 194.524 17.0809 
2 20 102487 5526.85 334.083 3.67954 164.761 9.89476 
2 21 115029 5881.15 304.027 3.83776 164.708 9.29425 
2 22 106315 6180.65 296.999 3.60223 172.293 11.1346 
2 23 86155.7 4296.28 367.992 3.65205 153.418 8.59052 
2 24 33249.7 994.749 332.554 2.16181 106.569 4.04394 
2 25 52126.6 8605.44 425.515 10.5078 225.286 39.4093 
