1 0 23268.4 927.585 342.727 3.32987 109.078 5.23503 
1 1 40387.1 1038.91 312.722 1.97882 103.887 3.36521 
1 2 50147.6 2318.06 388.454 4.42654 131.172 6.66028 
1 3 67295.9 1632.97 327.43 2.02106 110.159 3.20972 
1 4 70326.3 1841.63 348.238 1.70607 117.363 3.81696 
1 5 73302.4 3041.84 388.537 2.92992 140.476 6.73543 
1 6 59032.8 1050.47 322.511 1.23788 97.9909 2.31254 
1 7 71924.2 1889.87 378.449 1.73919 118.726 3.85204 
1 8 62323.7 1104.53 325.977 1.24733 99.5282 2.31868 
1 9 63257.9 1531.18 366.083 1.61816 112.338 3.42827 
1 10 51975.8 1194.19 360.63 1.57006 105.728 3.12868 
1 11 48851.9 1276.48 360.564 1.75996 110.048 3.65185 
1 12 33598.8 718.125 223.049 2.0501 84.7622 2.0576 
1 13 40306.1 1290.65 396.802 2.8609 109.368 4.10014 
1 14 51110.2 639.796 263.197 0.917519 82.3985 1.43371 
1 15 63319.4 870.035 250.195 1.0505 88.9906 1.63622 
1 16 61523 626.61 327.242 0.755519 78.3608 1.11205 
1 17 38932 1078.81 389.489 2.35397 104.099 3.5041 
1 18 69754.2 1720.51 376.53 1.76011 114.376 3.48596 
1 19 46384.7 1903.95 396.183 4.46548 119.443 5.11052 
1 20 66946 2098.2 329.459 2.04813 124.208 4.72701 
1 21 56107.9 1540.4 335.16 1.94776 114.671 3.89339 
1 22 50115.6 2563.94 353.272 6.48589 121.837 5.51114 
1 23 42700.2 1469.18 324.172 2.539 117.457 4.90941 
2 0 65960.5 6221.96 300.412 12.701 176.967 16.0293 
2 1 80326.3 8288.12 313.418 10.5401 199.076 21.2501 
2 2 87640.2 6177.88 309.005 4.82687 177.847 13.7479 
2 3 89190.9 6291.83 332.989 8.43947 170.676 12.0781 
2 4 112866 4240.4 291.506 2.66156 146.561 6.28527 
2 5 113628 9231.54 441.434 5.88439 197.771 17.2502 
2 6 116256 5925.41 324.426 4.23964 164.205 9.12768 
2 7 127872 3861.87 293.147 1.87007 139.292 4.94564 
2 8 135026 12416.4 299.931 5.34469 215.528 21.241 
2 9 102689 4653.78 382.522 3.23789 154.808 7.89264 
2 10 124043 28184.1 406.508 30.6933 295.562 66.0274 
2 11 65268.5 4820.47 374 4.91534 171.952 14.0542 
2 12 67222.7 2947.93 318.547 3.29768 141.208 7.08702 
2 13 48744.7 4192.56 342.972 5.65154 172.676 16.4369 
2 14 64345.8 2625.9 303.132 3.58441 134.013 6.15169 
2 15 82976.2 2407.24 297.095 1.9133 125.682 4.40452 
2 16 84267.6 2873.84 279.426 3.29823 128.957 4.83203 
2 17 129137 10030.3 343.501 4.9549 199.671 16.7494 
2 18 117968 5676.68 345.369 2.8822 164.259 8.90573 
2 19 123078 11473.6 358.989 5.28239 213.145 21.3503 
2 20 113724 6427.61 345.326 3.35691 173.223 10.9022 
2 21 127076 7560.02 313.322 5.89339 174.978 10.9394 
2 22 103317 4738.28 302.228 3.15198 156.247 8.07828 
2 23 90255.7 4085.56 365.311 2.74381 152.2 7.90634 
2 24 36142.9 1123.76 334.55 2.19807 110.543 4.31811 
2 25 63645.7 14189.1 399.846 29.6966 255.563 56.0531 
