1 0 28987.5 1618.56 334.865 3.53027 132.865 8.83944 
1 1 45934.6 1306.31 321.309 1.97275 111.151 3.97128 
1 2 56712.2 2590.62 394.488 3.25122 138.356 7.32266 
1 3 72009.5 1571.42 329.178 1.59692 109.712 2.99247 
1 4 74882.4 1798.96 352.614 1.59658 115.516 3.46155 
1 5 81411 3612.44 386.663 4.0438 144.035 7.01696 
1 6 61485.1 972.73 323.503 1.2315 93.1199 1.92557 
1 7 77533.1 1900.66 377.02 1.61765 116.981 3.56168 
1 8 68516 1215.85 326.956 1.25647 100.678 2.33093 
1 9 69676.1 1847.19 364.739 2.12204 115.687 3.67116 
1 10 57522.3 1378.24 360.139 1.67171 109.509 3.31564 
1 11 55669.3 1663.73 367.299 1.98077 118.323 4.36831 
1 12 36104.5 572.563 223.281 1.27156 83.0806 1.75472 
1 13 48810.9 1881.78 384.729 3.08655 124.385 5.61185 
1 14 57527.2 795.613 265.474 1.11308 86.5279 1.57712 
1 15 70779.7 1097.56 249.678 1.31926 93.3473 1.81506 
1 16 66677.4 668.58 327.253 0.737664 79.1656 1.11014 
1 17 40372.2 905.976 392.073 1.73705 98.4044 2.83371 
1 18 78629.3 2173.44 381.399 2.00812 121.641 4.04681 
1 19 47076 1540.44 404.073 3.16365 111.92 4.10943 
1 20 71491.7 1921.43 327.816 1.94343 118.589 3.87679 
1 21 62334.8 1798.41 335.888 1.87361 119.393 4.25328 
1 22 51275.1 1453.08 359.643 2.13008 113.002 3.93077 
1 23 47375.1 1688.94 320.965 3.28913 117.697 4.77451 
2 0 63679.9 3763.93 315.532 3.61799 158.366 10.6286 
2 1 68715.5 3761.05 325.042 3.85823 153.557 9.48334 
2 2 83814 4075.5 307.318 3.00397 154.109 8.55785 
2 3 85643.8 3135.88 255.526 4.17073 127.595 4.72405 
2 4 138363 7187.48 280.313 5.08343 168.516 9.25451 
2 5 103542 6911.7 418.356 8.67983 168.763 10.9199 
2 6 159997 13826 318.959 8.91746 212.329 18.8843 
2 7 133920 3696.04 294.635 1.90171 135.157 4.37425 
2 8 130705 9111.45 309.041 4.92306 191.536 14.4289 
2 9 109086 4504.59 381.116 3.61241 148.055 6.73295 
2 10 84763.3 6435.79 374.583 4.51768 181.827 15.2037 
2 11 64457.4 3693.54 369.674 5.1161 152.474 9.54183 
2 12 67337.1 2405.17 322.356 2.98121 128.372 5.26969 
2 13 60397.8 7871.87 345.64 15.1624 203.491 26.7835 
2 14 68836.3 2535.6 297.261 2.44421 133.26 5.81045 
2 15 83956.2 2108.86 297.24 2.30388 116.052 3.34325 
2 16 97610 3676.98 289.297 3.90425 136.995 5.48384 
2 17 148859 12722.6 340.116 5.10159 213.34 19.5532 
2 18 138266 8241.29 347.732 4.29999 181.78 11.7896 
2 19 147519 17264.5 367.632 9.37895 239.577 29.2313 
2 20 122573 6912.66 349.718 4.36386 173.019 10.6374 
2 21 134888 6711.74 306.978 2.97215 169.518 9.429 
2 22 107740 4558.59 296.226 3.43963 150.709 7.09336 
2 23 91717 3511.3 367.99 3.19515 140.578 6.056 
2 24 41025.4 1303.17 336.174 2.11534 113.964 4.5337 
2 25 67557 13590.4 394.92 11.9849 254.697 53.5199 
