0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.285, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.29, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.295, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.3, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.305, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.31, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.315, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.32, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.325, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.33, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.335, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.34, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.345, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.35, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.355, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.36, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.365, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.37, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.375, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.38, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.385, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.39, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.395, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.4, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.405, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.41, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.415, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.42, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.425, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.43, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.435, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.44, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.445, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.45, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.455, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.46, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.465, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.47, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.475, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.48, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.485, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.49, z_diff<0.001
0.0474655 0.0603327 0.0617568 0.082646 0.15592 z_sum<0.495, z_diff<0.001
3.87901e-06 0.000112771 2.52481e-05 0.000609434 0.00224266 z_sum<0, z_diff<0.002
0.000799075 0.00225543 0.00251218 0.00239203 0.010933 z_sum<0.005, z_diff<0.002
0.00158457 0.00563857 0.00487288 0.00959859 0.0175488 z_sum<0.01, z_diff<0.002
0.00246123 0.00811954 0.00732194 0.0168509 0.0330231 z_sum<0.015, z_diff<0.002
0.00332043 0.0115027 0.00939228 0.0271351 0.0440682 z_sum<0.02, z_diff<0.002
0.00415635 0.0142092 0.0120938 0.0362004 0.054833 z_sum<0.025, z_diff<0.002
0.00491858 0.0160135 0.0141263 0.040436 0.0614488 z_sum<0.03, z_diff<0.002
0.00581463 0.0184945 0.0169793 0.0452353 0.0655977 z_sum<0.035, z_diff<0.002
0.00679796 0.0225543 0.0189865 0.0597855 0.0786052 z_sum<0.04, z_diff<0.002
0.00761255 0.0248097 0.0212336 0.0688965 0.0828101 z_sum<0.045, z_diff<0.002
0.00837283 0.0286439 0.0235438 0.0786323 0.102658 z_sum<0.05, z_diff<0.002
0.00920488 0.0313504 0.0264221 0.0871339 0.115833 z_sum<0.055, z_diff<0.002
0.010099 0.0339442 0.0289595 0.0919789 0.124524 z_sum<0.06, z_diff<0.002
0.0108826 0.0367071 0.0311056 0.0986522 0.137755 z_sum<0.065, z_diff<0.002
0.0117379 0.0395827 0.0336304 0.10531 0.150819 z_sum<0.07, z_diff<0.002
0.0125389 0.0416126 0.0353599 0.111328 0.152557 z_sum<0.075, z_diff<0.002
0.0132856 0.0440936 0.037304 0.119175 0.163322 z_sum<0.08, z_diff<0.002
0.014011 0.0461799 0.0393491 0.123913 0.169601 z_sum<0.085, z_diff<0.002
0.0147771 0.0483789 0.0415709 0.129352 0.176161 z_sum<0.09, z_diff<0.002
0.0155645 0.0503524 0.0434519 0.133558 0.184739 z_sum<0.095, z_diff<0.002
0.0162569 0.0528898 0.0456106 0.137778 0.200045 z_sum<0.1, z_diff<0.002
0.016926 0.0546941 0.0475421 0.1402 0.212604 z_sum<0.105, z_diff<0.002
0.0177484 0.0558782 0.0492085 0.144923 0.215912 z_sum<0.11, z_diff<0.002
0.0195541 0.0588103 0.052011 0.150104 0.226901 z_sum<0.115, z_diff<0.002
0.0281713 0.0647871 0.06081 0.155421 0.240637 z_sum<0.12, z_diff<0.002
0.0578748 0.0892021 0.0904638 0.158436 0.250753 z_sum<0.125, z_diff<0.002
0.0846748 0.112771 0.114424 0.147366 0.194205 z_sum<0.13, z_diff<0.002
0.0918413 0.117564 0.119815 0.152338 0.187522 z_sum<0.135, z_diff<0.002
0.0931194 0.118861 0.120686 0.152434 0.185054 z_sum<0.14, z_diff<0.002
0.093486 0.11903 0.120799 0.152709 0.182766 z_sum<0.145, z_diff<0.002
0.093647 0.118917 0.12085 0.153058 0.187057 z_sum<0.15, z_diff<0.002
0.0937284 0.118974 0.12085 0.153047 0.186991 z_sum<0.155, z_diff<0.002
0.0937827 0.118974 0.120875 0.153051 0.187048 z_sum<0.16, z_diff<0.002
0.0937905 0.118917 0.120862 0.153037 0.187058 z_sum<0.165, z_diff<0.002
0.0938138 0.118917 0.120862 0.153022 0.187074 z_sum<0.17, z_diff<0.002
0.0938196 0.118917 0.120862 0.153024 0.187052 z_sum<0.175, z_diff<0.002
0.0938273 0.118917 0.120837 0.153028 0.187059 z_sum<0.18, z_diff<0.002
0.0938429 0.11903 0.120888 0.15321 0.186151 z_sum<0.185, z_diff<0.002
0.0938467 0.11903 0.1209 0.153218 0.186165 z_sum<0.19, z_diff<0.002
0.0938545 0.11903 0.1209 0.153218 0.186165 z_sum<0.195, z_diff<0.002
0.0938661 0.11903 0.1209 0.153218 0.186165 z_sum<0.2, z_diff<0.002
0.0938739 0.119143 0.1209 0.153223 0.186177 z_sum<0.205, z_diff<0.002
0.0938816 0.119256 0.120926 0.153801 0.186069 z_sum<0.21, z_diff<0.002
0.0938894 0.119256 0.120951 0.153803 0.186101 z_sum<0.215, z_diff<0.002
0.093901 0.119256 0.120938 0.153803 0.186112 z_sum<0.22, z_diff<0.002
0.0939088 0.119256 0.120938 0.153803 0.186112 z_sum<0.225, z_diff<0.002
0.0939127 0.119256 0.120938 0.153803 0.186112 z_sum<0.23, z_diff<0.002
0.0939127 0.119256 0.120938 0.153803 0.186112 z_sum<0.235, z_diff<0.002
0.0939166 0.119256 0.120938 0.153803 0.186112 z_sum<0.24, z_diff<0.002
0.0939166 0.119256 0.120938 0.153803 0.186112 z_sum<0.245, z_diff<0.002
0.0939166 0.119256 0.120938 0.153803 0.186112 z_sum<0.25, z_diff<0.002
0.0939166 0.119256 0.120938 0.153803 0.186112 z_sum<0.255, z_diff<0.002
0.0939243 0.119256 0.120938 0.153803 0.186112 z_sum<0.26, z_diff<0.002
0.0939282 0.119256 0.120938 0.153803 0.186112 z_sum<0.265, z_diff<0.002
0.0939321 0.119256 0.120938 0.153803 0.186054 z_sum<0.27, z_diff<0.002
0.0939321 0.119256 0.120938 0.153805 0.186053 z_sum<0.275, z_diff<0.002
0.0939321 0.119256 0.120938 0.153807 0.18606 z_sum<0.28, z_diff<0.002
0.0939321 0.119256 0.120938 0.153807 0.18606 z_sum<0.285, z_diff<0.002
0.0939321 0.119256 0.120938 0.153807 0.18606 z_sum<0.29, z_diff<0.002
0.0939359 0.119256 0.120938 0.153807 0.18606 z_sum<0.295, z_diff<0.002
0.0939359 0.119256 0.120938 0.153807 0.18606 z_sum<0.3, z_diff<0.002
0.0939398 0.119256 0.120938 0.153807 0.18606 z_sum<0.305, z_diff<0.002
0.0939398 0.119256 0.120938 0.153807 0.18606 z_sum<0.31, z_diff<0.002
0.0939398 0.119256 0.120963 0.153807 0.18606 z_sum<0.315, z_diff<0.002
0.0939398 0.119256 0.120963 0.153807 0.18606 z_sum<0.32, z_diff<0.002
0.0939437 0.119256 0.120963 0.153807 0.18606 z_sum<0.325, z_diff<0.002
0.0939437 0.119256 0.120963 0.153807 0.18606 z_sum<0.33, z_diff<0.002
0.0939437 0.119256 0.120963 0.153807 0.18606 z_sum<0.335, z_diff<0.002
0.0939437 0.119256 0.120963 0.153807 0.18606 z_sum<0.34, z_diff<0.002
0.0939437 0.119256 0.120963 0.153807 0.18606 z_sum<0.345, z_diff<0.002
0.0939437 0.119256 0.120963 0.153807 0.18606 z_sum<0.35, z_diff<0.002
0.0939437 0.119256 0.120963 0.153807 0.18606 z_sum<0.355, z_diff<0.002
0.0939437 0.119256 0.120963 0.153807 0.18606 z_sum<0.36, z_diff<0.002
0.0939437 0.119256 0.120963 0.153807 0.18606 z_sum<0.365, z_diff<0.002
0.0939437 0.119256 0.120963 0.153807 0.18606 z_sum<0.37, z_diff<0.002
0.0939437 0.119256 0.120963 0.153807 0.18606 z_sum<0.375, z_diff<0.002
0.0939437 0.119256 0.120963 0.153807 0.18606 z_sum<0.38, z_diff<0.002
0.0939437 0.119256 0.120963 0.153807 0.18606 z_sum<0.385, z_diff<0.002
0.0939437 0.119256 0.120963 0.153807 0.18606 z_sum<0.39, z_diff<0.002
0.0939437 0.119256 0.120963 0.153807 0.18606 z_sum<0.395, z_diff<0.002
0.0939437 0.119256 0.120963 0.153807 0.18606 z_sum<0.4, z_diff<0.002
0.0939437 0.119256 0.120963 0.153807 0.18606 z_sum<0.405, z_diff<0.002
0.0939437 0.119256 0.120963 0.153807 0.18606 z_sum<0.41, z_diff<0.002
0.0939437 0.119256 0.120963 0.153807 0.18606 z_sum<0.415, z_diff<0.002
0.0939437 0.119256 0.120963 0.153807 0.18606 z_sum<0.42, z_diff<0.002
0.0939437 0.119256 0.120963 0.153807 0.18606 z_sum<0.425, z_diff<0.002
0.0939437 0.119256 0.120963 0.153807 0.18606 z_sum<0.43, z_diff<0.002
0.0939437 0.119256 0.120963 0.153807 0.18606 z_sum<0.435, z_diff<0.002
0.0939437 0.119256 0.120963 0.153807 0.18606 z_sum<0.44, z_diff<0.002
0.0939437 0.119256 0.120963 0.153807 0.18606 z_sum<0.445, z_diff<0.002
0.0939437 0.119256 0.120963 0.153807 0.18606 z_sum<0.45, z_diff<0.002
0.0939437 0.119256 0.120963 0.153807 0.18606 z_sum<0.455, z_diff<0.002
0.0939437 0.119256 0.120963 0.153807 0.18606 z_sum<0.46, z_diff<0.002
0.0939437 0.119256 0.120963 0.153807 0.18606 z_sum<0.465, z_diff<0.002
0.0939437 0.119256 0.120963 0.153807 0.18606 z_sum<0.47, z_diff<0.002
0.0939437 0.119256 0.120963 0.153807 0.18606 z_sum<0.475, z_diff<0.002
0.0939437 0.119256 0.120963 0.153807 0.18606 z_sum<0.48, z_diff<0.002
