#Acceptance by SIMC
#1.9<pe[GeV/c]<2.3, 150 partition --> 1bin=4MeV/c
1 0
2 0
3 0
4 0
5 0
6 0
7 0
8 0
9 0
10 0
11 0
12 0
13 0
14 0
15 0
16 0
17 0
18 0
19 0
20 0
21 0
22 0
23 0
24 0
25 0.213553
26 2.79182
27 4.29711
28 5.08882
29 5.20081
30 5.37269
31 5.39353
32 5.42738
33 5.31019
34 5.20081
35 5.38571
36 5.44301
37 5.39874
38 5.32842
39 5.24769
40 5.34665
41 5.27112
42 5.47947
43 5.41436
44 5.39092
45 5.31019
46 5.56802
47 5.43259
48 5.20341
49 5.08882
50 5.41697
51 5.31279
52 5.25289
53 5.28154
54 5.32582
55 5.21383
56 5.15914
57 5.09403
58 5.17477
59 5.17477
60 5.17216
61 5.04195
62 5.40394
63 4.97944
64 4.96642
65 5.08101
66 5.0159
67 4.81277
68 4.95079
69 4.93256
70 4.68255
71 4.594
72 4.65911
73 4.42472
74 4.50285
75 4.26326
76 4.01324
77 2.75536
78 0
79 0
80 0
81 0
82 0
83 0
84 0
85 0
86 0
87 0
88 0
89 0
90 0
91 0
92 0
93 0
94 0
95 0
96 0
97 0
98 0
99 0
100 0
